Date,startTime,endTime,totalTime,attendance,homeTeam,awayTeam,game_type,winner,loser,venueLoc,homescore,homegoalsallowed,homeemptynetgoalsallowed,homeadjustedgoalsallowed,homeshotsonGoal,awayscorelist,awaygoalsallowed,awayemptynetgoalsallowed,awayadjustedgoalsallowed,awayshotsonGoal,hockeySeason,TotalAdjusted_Goals,TotalShotson_Goal,homeshareShotsonGoal,awayshareShotsonGoal,shotsonGoalDifference,GF,GA,SOG,SOGA,Team,Wins,Losses,Ties,Total,Season Game,Season Wins,Winning %,Season GF,Season SOG,Season GA,Season SOGA,Season GD,Season SOGD,Goals Per Game (mean),SOG per Game (mean),SOGA per Game (mean),Total Goals Per Game (mean),Expected Winning %,Error,Expected Winning GF/GA
2/9/2018,19:07,21:44,157,1278,ALH,MNS,home/away,MNS,ALH,Alabama Huntsville,2,3,0,3,19,3,2,0,2,42,2017-2018 Season,5,61,0.31147541,0.68852459,-23,3,2,42,19,MNS,1,0,0,1,31,24,0.774193548,118,1069,63,681,55,388,3.806451613,34.48387097,21.96774194,5.838709677,0.803867403,-0.029673855,0.778181412
2/10/2018,19:07,21:25,138,1785,ALH,MNS,home/away,MNS,ALH,Alabama Huntsville,1,6,0,6,24,6,1,0,1,36,2017-2018 Season,7,60,0.4,0.6,-12,6,1,36,24,MNS,1,0,0,1,32,25,0.78125,124,1105,64,705,60,400,3.875,34.53125,22.03125,5.875,0.819148936,-0.037898936,0.789646672
2/16/2018,19:07,21:26,139,3950,MNS,FSU,home/away,MNS,FSU,Minnesota State,7,1,0,1,43,1,7,0,7,20,2017-2018 Season,8,63,0.682539683,0.317460317,23,7,1,43,20,MNS,1,0,0,1,33,26,0.787878788,131,1148,65,725,66,423,3.96969697,34.78787879,21.96969697,5.939393939,0.836734694,-0.048855906,0.802440849
2/17/2018,19:07,21:24,137,4579,MNS,FSU,home/away,MNS,FSU,Minnesota State,4,2,0,2,47,2,4,0,4,20,2017-2018 Season,6,67,0.701492537,0.298507463,27,4,2,47,20,MNS,1,0,0,1,34,27,0.794117647,135,1195,67,745,68,450,3.970588235,35.14705882,21.91176471,5.941176471,0.836633663,-0.042516016,0.802368583
2/23/2018,19:07,21:27,140,4730,MNS,BMJ,home/away,MNS,BMJ,Minnesota State,2,1,0,1,33,1,2,0,2,27,2017-2018 Season,3,60,0.55,0.45,6,2,1,33,27,MNS,1,0,0,1,35,28,0.8,137,1228,68,772,69,456,3.914285714,35.08571429,22.05714286,5.857142857,0.836585366,-0.036585366,0.802334032
2/24/2018,19:07,21:49,162,4619,MNS,BMJ,home/away,Tie,Tie,Minnesota State,2,2,0,2,35,2,2,0,2,18,2017-2018 Season,4,53,0.660377358,0.339622642,17,2,2,35,18,MNS,0,0,1,1,36,28,0.777777778,139,1263,70,790,69,473,3.861111111,35.08333333,21.94444444,5.805555556,0.830143541,-0.052365763,0.797696214
3/2/2018,19:07,21:27,140,2941,MNS,AKF,home/away,MNS,AKF,Minnesota State,8,2,0,2,39,2,8,0,8,21,2017-2018 Season,10,60,0.65,0.35,18,8,2,39,21,MNS,1,0,0,1,37,29,0.783783784,147,1302,72,811,75,491,3.972972973,35.18918919,21.91891892,5.918918919,0.842465753,-0.05868197,0.806516627
3/3/2018,19:07,21:39,152,2876,MNS,AKF,home/away,MNS,AKF,Minnesota State,6,2,0,2,39,2,6,0,6,24,2017-2018 Season,8,63,0.619047619,0.380952381,15,6,2,39,24,MNS,1,0,0,1,38,30,0.789473684,153,1341,74,835,79,506,4.026315789,35.28947368,21.97368421,5.973684211,0.848017621,-0.058543937,0.810420634
3/9/2018,19:07,21:23,136,2672,MNS,MTU,home/away,MNS,MTU,Minnesota State,2,1,0,1,28,1,2,0,2,19,2017-2018 Season,3,47,0.595744681,0.404255319,9,2,1,28,19,MNS,1,0,0,1,39,31,0.794871795,155,1369,75,854,80,515,3.974358974,35.1025641,21.8974359,5.897435897,0.847826087,-0.052954292,0.810286678
3/10/2018,19:07,21:30,143,3309,MNS,MTU,home/away,MTU,MNS,Minnesota State,2,4,1,3,33,4,2,0,2,21,2017-2018 Season,5,54,0.611111111,0.388888889,12,2,3,33,21,MNS,0,1,0,1,40,31,0.775,157,1402,78,875,79,527,3.925,35.05,21.875,5.875,0.836170213,-0.061170213,0.802036898
3/11/2018,19:07,22:05,178,1962,MNS,MTU,home/away,MTU,MNS,Minnesota State,1,2,0,2,42,2,1,0,1,28,2017-2018 Season,3,70,0.6,0.4,14,1,2,42,28,MNS,0,1,0,1,41,31,0.756097561,158,1444,80,903,78,541,3.853658537,35.2195122,22.02439024,5.804878049,0.827731092,-0.071633531,0.795944395
3/23/2018,18:32,21:25,173,7992,MNS,MND,Tournament Game,MND,MNS,Tournament,2,3,0,3,21,3,2,0,2,22,2017-2018 Season,5,43,0.488372093,0.511627907,-1,2,3,21,22,MNS,0,1,0,1,42,31,0.738095238,160,1465,83,925,77,540,3.80952381,34.88095238,22.02380952,5.785714286,0.816872428,-0.07877719,0.787959002
10/6/2018,19:07,21:24,137,2224,MNS,MTR,home/away,MNS,MTR,Minnesota State,7,3,0,3,43,3,7,0,7,17,2018-2019 Season,10,60,0.716666667,0.283333333,26,7,3,43,17,MNS,1,0,0,1,1,1,1,7,43,3,17,4,26,7,43,17,10,0.9,0.1,0.844827586
10/12/2018,19:07,21:30,143,4120,MNS,BU,home/away,MNS,BU,Minnesota State,4,3,0,3,35,3,4,0,4,24,2018-2019 Season,7,59,0.593220339,0.406779661,11,4,3,35,24,MNS,1,0,0,1,2,2,1,11,78,6,41,5,37,5.5,39,20.5,8.5,0.794117647,0.205882353,0.770700637
10/13/2018,19:07,21:40,153,4802,MNS,BU,home/away,MNS,BU,Minnesota State,5,3,0,3,31,3,5,1,4,31,2018-2019 Season,7,62,0.5,0.5,0,4,3,31,31,MNS,1,0,0,1,3,3,1,15,109,9,72,6,37,5,36.33333333,24,8,0.75,0.25,0.735294118
10/19/2018,19:37,22:00,143,11304,NDK,MNS,home/away,MNS,NDK,North Dakota,4,7,1,6,38,7,4,0,4,21,2018-2019 Season,10,59,0.644067797,0.355932203,17,6,4,21,38,MNS,1,0,0,1,4,4,1,21,130,13,110,8,20,5.25,32.5,27.5,8.5,0.735294118,0.264705882,0.72295082
10/20/2018,19:07,21:37,150,11438,NDK,MNS,home/away,NDK,MNS,North Dakota,4,3,0,3,22,3,4,0,4,23,2018-2019 Season,7,45,0.488888889,0.511111111,-1,3,4,23,22,MNS,0,1,0,1,5,4,0.8,24,153,17,132,7,21,4.8,30.6,26.4,8.2,0.670731707,0.129268293,0.665895954
10/26/2018,19:07,21:22,135,3913,MNS,AKF,home/away,MNS,AKF,Minnesota State,4,0,0,0,26,0,4,0,4,6,2018-2019 Season,4,32,0.8125,0.1875,20,4,0,26,6,MNS,1,0,0,1,6,5,0.833333333,28,179,17,138,11,41,4.666666667,29.83333333,23,7.5,0.744444444,0.088888889,0.730661696
10/27/2018,19:07,21:32,145,4136,MNS,AKF,home/away,MNS,AKF,Minnesota State,3,1,0,1,37,1,3,0,3,14,2018-2019 Season,4,51,0.725490196,0.274509804,23,3,1,37,14,MNS,1,0,0,1,7,6,0.857142857,31,216,18,152,13,64,4.428571429,30.85714286,21.71428571,7,0.765306122,0.091836735,0.747859922
11/2/2018,19:05,21:30,145,8296,MIN,MNS,home/away,MNS,MIN,Minnesota,1,5,0,5,25,5,1,0,1,23,2018-2019 Season,6,48,0.520833333,0.479166667,2,5,1,23,25,MNS,1,0,0,1,8,7,0.875,36,239,19,177,17,62,4.5,29.875,22.125,6.875,0.809090909,0.065909091,0.782136391
11/3/2018,19:07,21:28,141,5131,MNS,MIN,home/away,MNS,MIN,Minnesota State,2,1,0,1,22,1,2,0,2,15,2018-2019 Season,3,37,0.594594595,0.405405405,7,2,1,22,15,MNS,1,0,0,1,9,8,0.888888889,38,261,20,192,18,69,4.222222222,29,21.33333333,6.444444444,0.810344828,0.078544061,0.78308026
11/16/2018,19:07,21:34,147,3884,MNS,FSU,home/away,MNS,FSU,Minnesota State,7,1,0,1,34,1,7,0,7,18,2018-2019 Season,8,52,0.653846154,0.346153846,16,7,1,34,18,MNS,1,0,0,1,10,9,0.9,45,295,21,210,24,85,4.5,29.5,21,6.6,0.863636364,0.036363636,0.821167883
11/17/2018,19:07,21:28,141,4121,MNS,FSU,home/away,MNS,FSU,Minnesota State,5,2,0,2,27,2,5,1,4,26,2018-2019 Season,6,53,0.509433962,0.490566038,1,4,2,27,26,MNS,1,0,0,1,11,10,0.909090909,49,322,23,236,26,86,4.454545455,29.27272727,21.45454545,6.545454545,0.861111111,0.047979798,0.819453925
11/23/2018,19:07,21:40,153,2889,BMJ,MNS,home/away,MNS,BMJ,Bemidji State,2,3,0,3,24,3,2,0,2,27,2018-2019 Season,5,51,0.470588235,0.529411765,-3,3,2,27,24,MNS,1,0,0,1,12,11,0.916666667,52,349,25,260,27,89,4.333333333,29.08333333,21.66666667,6.416666667,0.850649351,0.066017316,0.812255933
11/24/2018,19:07,21:24,137,2908,BMJ,MNS,home/away,BMJ,MNS,Bemidji State,4,2,0,2,37,2,4,1,3,21,2018-2019 Season,5,58,0.637931034,0.362068966,16,2,3,21,37,MNS,0,1,0,1,13,11,0.846153846,54,370,28,297,26,73,4.153846154,28.46153846,22.84615385,6.307692308,0.817073171,0.029080675,0.788108108
11/30/2018,19:07,21:30,143,1535,LSS,MNS,home/away,MNS,LSS,Lake Superior State,2,4,0,4,18,4,2,0,2,23,2018-2019 Season,6,41,0.43902439,0.56097561,-5,4,2,23,18,MNS,1,0,0,1,14,12,0.857142857,58,393,30,315,28,78,4.142857143,28.07142857,22.5,6.285714286,0.818181818,0.038961039,0.788930582
12/1/2018,19:07,21:25,138,2160,LSS,MNS,home/away,MNS,LSS,Lake Superior State,0,3,1,2,23,3,0,0,0,23,2018-2019 Season,2,46,0.5,0.5,0,2,0,23,23,MNS,1,0,0,1,15,13,0.866666667,60,416,30,338,30,78,4,27.73333333,22.53333333,6,0.833333333,0.033333333,0.8
12/7/2018,19:07,21:17,130,3780,MNS,AKA,home/away,MNS,AKA,Minnesota State,4,1,0,1,30,1,4,1,3,11,2018-2019 Season,4,41,0.731707317,0.268292683,19,3,1,30,11,MNS,1,0,0,1,16,14,0.875,63,446,31,349,32,97,3.9375,27.875,21.8125,5.875,0.840425532,0.034574468,0.805070994
12/8/2018,19:07,21:20,133,4263,MNS,AKA,home/away,MNS,AKA,Minnesota State,6,0,0,0,58,0,6,0,6,12,2018-2019 Season,6,70,0.828571429,0.171428571,46,6,0,58,12,MNS,1,0,0,1,17,15,0.882352941,69,504,31,361,38,143,4.058823529,29.64705882,21.23529412,5.882352941,0.88,0.002352941,0.83205173
12/14/2018,19:37,22:08,151,1977,BGS,MNS,home/away,BGS,MNS,Bowling Green,4,1,0,1,30,1,4,1,3,27,2018-2019 Season,4,57,0.526315789,0.473684211,3,1,3,27,30,MNS,0,1,0,1,18,15,0.833333333,70,531,34,391,36,140,3.888888889,29.5,21.72222222,5.777777778,0.846153846,-0.012820513,0.809114927
12/15/2018,19:07,21:15,128,2218,BGS,MNS,home/away,BGS,MNS,Bowling Green,4,1,0,1,27,1,4,0,4,23,2018-2019 Season,5,50,0.54,0.46,4,1,4,23,27,MNS,0,1,0,1,19,15,0.789473684,71,554,38,418,33,136,3.736842105,29.15789474,22,5.736842105,0.802752294,-0.013278609,0.777332305
12/28/2018,16:30,19:00,150,4062,MNS,MND,Tournament Game,MND,MNS,Tournament,3,4,0,4,31,4,3,0,3,40,2018-2019 Season,7,71,0.436619718,0.563380282,-9,3,4,31,40,MNS,0,1,0,1,20,15,0.75,74,585,42,458,32,127,3.7,29.25,22.9,5.8,0.775862069,-0.025862069,0.756353591
12/29/2018,19:47,22:37,170,3341,MNS,ASU,Tournament Game,Tie,Tie,Tournament,2,2,0,2,31,2,2,0,2,28,2018-2019 Season,4,59,0.525423729,0.474576271,3,2,2,31,28,MNS,0,0,1,1,21,15,0.714285714,76,616,44,486,32,130,3.619047619,29.33333333,23.14285714,5.714285714,0.766666667,-0.052380952,0.748962656
1/4/2019,19:07,21:28,141,4842,MNS,MTU,home/away,MNS,MTU,Minnesota State,4,1,0,1,34,1,4,1,3,25,2018-2019 Season,4,59,0.576271186,0.423728814,9,3,1,34,25,MNS,1,0,0,1,22,16,0.727272727,79,650,45,511,34,139,3.590909091,29.54545455,23.22727273,5.636363636,0.774193548,-0.046920821,0.755020566
1/5/2019,19:07,21:30,143,4511,MNS,MTU,home/away,MNS,MTU,Minnesota State,4,2,0,2,31,2,4,1,3,23,2018-2019 Season,5,54,0.574074074,0.425925926,8,3,2,31,23,MNS,1,0,0,1,23,17,0.739130435,82,681,47,534,35,147,3.565217391,29.60869565,23.2173913,5.608695652,0.771317829,-0.032187395,0.752714654
1/11/2019,19:07,21:27,140,1301,FSU,MNS,home/away,MNS,FSU,Ferris State,2,3,0,3,19,3,2,0,2,41,2018-2019 Season,5,60,0.316666667,0.683333333,-22,3,2,41,19,MNS,1,0,0,1,24,18,0.75,85,722,49,553,36,169,3.541666667,30.08333333,23.04166667,5.583333333,0.768656716,-0.018656716,0.750571369
1/12/2019,19:07,21:33,146,1663,FSU,MNS,home/away,MNS,FSU,Ferris State,1,2,0,2,29,2,1,0,1,44,2018-2019 Season,3,73,0.397260274,0.602739726,-15,2,1,44,29,MNS,1,0,0,1,25,19,0.76,87,766,50,582,37,184,3.48,30.64,23.28,5.48,0.770072993,-0.010072993,0.751713179
1/18/2019,19:07,21:28,141,4227,MNS,LSS,home/away,MNS,LSS,Minnesota State,5,3,0,3,34,3,5,0,5,26,2018-2019 Season,8,60,0.566666667,0.433333333,8,5,3,34,26,MNS,1,0,0,1,26,20,0.769230769,92,800,53,608,39,192,3.538461538,30.76923077,23.38461538,5.576923077,0.768965517,0.000265252,0.750820545
1/19/2019,19:07,21:17,130,4838,MNS,LSS,home/away,LSS,MNS,Minnesota State,0,1,0,1,29,1,0,0,0,11,2018-2019 Season,1,40,0.725,0.275,18,0,1,29,11,MNS,0,1,0,1,27,20,0.740740741,92,829,54,619,38,210,3.407407407,30.7037037,22.92592593,5.407407407,0.760273973,-0.019533232,0.743760984
1/25/2019,19:07,21:37,150,2708,NMU,MNS,home/away,MNS,NMU,Northern Michigan,2,3,0,3,34,3,2,0,2,21,2018-2019 Season,5,55,0.618181818,0.381818182,13,3,2,21,34,MNS,1,0,0,1,28,21,0.75,95,850,56,653,39,197,3.392857143,30.35714286,23.32142857,5.392857143,0.758278146,-0.008278146,0.74212647
1/26/2019,19:07,21:29,142,3026,NMU,MNS,home/away,MNS,NMU,Northern Michigan,2,8,0,8,24,8,2,0,2,22,2018-2019 Season,10,46,0.52173913,0.47826087,2,8,2,22,24,MNS,1,0,0,1,29,22,0.75862069,103,872,58,677,45,195,3.551724138,30.06896552,23.34482759,5.551724138,0.779503106,-0.020882416,0.759249982
2/1/2019,19:07,21:20,133,3985,MNS,ALH,home/away,MNS,ALH,Minnesota State,6,1,0,1,43,1,6,0,6,15,2018-2019 Season,7,58,0.74137931,0.25862069,28,6,1,43,15,MNS,1,0,0,1,30,23,0.766666667,109,915,59,692,50,223,3.633333333,30.5,23.06666667,5.6,0.797619048,-0.030952381,0.773401901
2/2/2019,19:07,21:24,137,4564,MNS,ALH,home/away,MNS,ALH,Minnesota State,4,0,0,0,35,0,4,0,4,12,2018-2019 Season,4,47,0.744680851,0.255319149,23,4,0,35,12,MNS,1,0,0,1,31,24,0.774193548,113,950,59,704,54,246,3.64516129,30.64516129,22.70967742,5.548387097,0.813953488,-0.03975994,0.785784615
2/8/2019,19:07,21:47,160,3370,MTU,MNS,home/away,Tie,Tie,Michigan Tech,1,1,0,1,22,1,1,0,1,37,2018-2019 Season,2,59,0.372881356,0.627118644,-15,1,1,37,22,MNS,0,0,1,1,32,24,0.75,114,987,60,726,54,261,3.5625,30.84375,22.6875,5.4375,0.810344828,-0.060344828,0.78308026
2/9/2019,17:07,19:37,150,3533,MTU,MNS,home/away,MNS,MTU,Michigan Tech,2,3,0,3,35,3,2,0,2,27,2018-2019 Season,5,62,0.564516129,0.435483871,8,3,2,27,35,MNS,1,0,0,1,33,25,0.757575758,117,1014,62,761,55,253,3.545454545,30.72727273,23.06060606,5.424242424,0.80726257,-0.049686812,0.780756288
2/22/2019,19:07,21:47,160,1946,AKF,MNS,home/away,MNS,AKF,Alaska,1,6,0,6,24,6,1,0,1,30,2018-2019 Season,7,54,0.444444444,0.555555556,-6,6,1,30,24,MNS,1,0,0,1,34,26,0.764705882,123,1044,63,785,60,259,3.617647059,30.70588235,23.08823529,5.470588235,0.822580645,-0.057874763,0.792177191
2/23/2019,19:07,21:37,150,2435,AKF,MNS,home/away,AKF,MNS,Alaska,1,0,0,0,22,0,1,0,1,32,2018-2019 Season,1,54,0.407407407,0.592592593,-10,0,1,32,22,MNS,0,1,0,1,35,26,0.742857143,123,1076,64,807,59,269,3.514285714,30.74285714,23.05714286,5.342857143,0.815508021,-0.072650879,0.786944083
3/1/2019,19:07,21:25,138,4357,MNS,BMJ,home/away,MNS,BMJ,Minnesota State,4,1,0,1,28,1,4,0,4,32,2018-2019 Season,5,60,0.466666667,0.533333333,-4,4,1,28,32,MNS,1,0,0,1,36,27,0.75,127,1104,65,839,62,265,3.527777778,30.66666667,23.30555556,5.333333333,0.822916667,-0.072916667,0.792424094
3/2/2019,19:07,21:13,126,4379,MNS,BMJ,home/away,MNS,BMJ,Minnesota State,3,1,0,1,19,1,3,0,3,23,2018-2019 Season,4,42,0.452380952,0.547619048,-4,3,1,19,23,MNS,1,0,0,1,37,28,0.756756757,130,1123,66,862,64,261,3.513513514,30.35135135,23.2972973,5.297297297,0.826530612,-0.069773855,0.795069627
3/8/2019,19:07,21:30,143,2967,MNS,ALH,home/away,MNS,ALH,Minnesota State,3,1,0,1,35,1,3,0,3,13,2018-2019 Season,4,48,0.729166667,0.270833333,22,3,1,35,13,MNS,1,0,0,1,38,29,0.763157895,133,1158,67,875,66,283,3.5,30.47368421,23.02631579,5.263157895,0.83,-0.066842105,0.797592208
3/9/2019,16:07,18:26,139,2479,MNS,ALH,home/away,MNS,ALH,Minnesota State,4,1,0,1,31,1,4,0,4,19,2018-2019 Season,5,50,0.62,0.38,12,4,1,31,19,MNS,1,0,0,1,39,30,0.769230769,137,1189,68,894,69,295,3.512820513,30.48717949,22.92307692,5.256410256,0.836585366,-0.067354597,0.802334032
3/15/2019,19:07,21:27,140,2825,MNS,LSS,home/away,MNS,LSS,Minnesota State,2,1,0,1,31,1,2,0,2,21,2018-2019 Season,3,52,0.596153846,0.403846154,10,2,1,31,21,MNS,1,0,0,1,40,31,0.775,139,1220,69,915,70,305,3.475,30.5,22.875,5.2,0.836538462,-0.061538462,0.802300473
3/16/2019,19:07,21:30,143,3393,MNS,LSS,home/away,MNS,LSS,Minnesota State,2,0,0,0,30,0,2,0,2,31,2018-2019 Season,2,61,0.491803279,0.508196721,-1,2,0,30,31,MNS,1,0,0,1,41,32,0.780487805,141,1250,69,946,72,304,3.43902439,30.48780488,23.07317073,5.12195122,0.842857143,-0.062369338,0.80679328
3/23/2019,19:07,21:48,161,5327,MNS,BGS,home/away,MNS,BGS,Minnesota State,3,2,0,2,27,2,3,0,3,19,2018-2019 Season,5,46,0.586956522,0.413043478,8,3,2,27,19,MNS,1,0,0,1,42,33,0.785714286,144,1277,71,965,73,312,3.428571429,30.4047619,22.97619048,5.119047619,0.839534884,-0.053820598,0.804438065
3/30/2019,13:02,15:41,159,7180,MNS,PRV,Tournament Game,PRV,MNS,Tournament,3,6,1,5,34,6,3,0,3,29,2018-2019 Season,8,63,0.53968254,0.46031746,5,3,5,34,29,MNS,0,1,0,1,43,33,0.76744186,147,1311,76,994,71,317,3.418604651,30.48837209,23.11627907,5.186046512,0.81838565,-0.05094379,0.789081614
10/5/2019,18:07,20:25,138,2951,MNS,MTR,home/away,MNS,MTR,Minnesota State,5,2,0,2,35,2,5,0,5,27,2019-2020 Season,7,62,0.564516129,0.435483871,8,5,2,35,27,MNS,1,0,0,1,1,1,1,5,35,2,27,3,8,5,35,27,7,0.928571429,0.071428571,0.862068966
10/11/2019,19:07,21:30,143,4216,MNS,ASU,home/away,MNS,ASU,Minnesota State,4,1,0,1,33,1,4,0,4,26,2019-2020 Season,5,59,0.559322034,0.440677966,7,4,1,33,26,MNS,1,0,0,1,2,2,1,9,68,3,53,6,15,4.5,34,26.5,6,1,0,0.9
10/12/2019,18:07,20:43,156,4439,MNS,ASU,home/away,MNS,ASU,Minnesota State,5,0,0,0,44,0,5,0,5,14,2019-2020 Season,5,58,0.75862069,0.24137931,30,5,0,44,14,MNS,1,0,0,1,3,3,1,14,112,3,67,11,45,4.666666667,37.33333333,22.33333333,5.666666667,1.147058824,-0.147058824,0.956097561
10/18/2019,19:07,21:46,159,4565,MNS,NDK,home/away,Tie,Tie,Minnesota State,4,4,0,4,24,4,4,0,4,27,2019-2020 Season,8,51,0.470588235,0.529411765,-3,4,4,24,27,MNS,0,0,1,1,4,3,0.75,18,136,7,94,11,42,4.5,34,23.5,6.25,0.94,-0.19,0.868632708
10/19/2019,18:07,20:28,141,5038,MNS,NDK,home/away,MNS,NDK,Minnesota State,2,1,0,1,22,1,2,0,2,35,2019-2020 Season,3,57,0.385964912,0.614035088,-13,2,1,22,35,MNS,1,0,0,1,5,4,0.8,20,158,8,129,12,29,4,31.6,25.8,5.6,0.928571429,-0.128571429,0.862068966
10/25/2019,19:07,21:26,139,1842,ALH,MNS,home/away,MNS,ALH,Alabama Huntsville,1,5,0,5,15,5,1,0,1,50,2019-2020 Season,6,65,0.230769231,0.769230769,-35,5,1,50,15,MNS,1,0,0,1,6,5,0.833333333,25,208,9,144,16,64,4.166666667,34.66666667,24,5.666666667,0.970588235,-0.137254902,0.885269122
10/26/2019,19:07,21:28,141,3084,ALH,MNS,home/away,MNS,ALH,Alabama Huntsville,1,4,1,3,15,4,1,0,1,38,2019-2020 Season,4,53,0.283018868,0.716981132,-23,3,1,38,15,MNS,1,0,0,1,7,6,0.857142857,28,246,10,159,18,87,4,35.14285714,22.71428571,5.428571429,0.973684211,-0.116541353,0.886877828
11/1/2019,19:07,21:37,150,4114,MNS,BGS,home/away,BGS,MNS,Minnesota State,2,3,0,3,33,3,2,0,2,33,2019-2020 Season,5,66,0.5,0.5,0,2,3,33,33,MNS,0,1,0,1,8,6,0.75,30,279,13,192,17,87,3.75,34.875,24,5.375,0.895348837,-0.145348837,0.841908326
11/2/2019,18:07,20:27,140,5127,MNS,BGS,home/away,MNS,BGS,Minnesota State,5,1,0,1,30,1,5,0,5,24,2019-2020 Season,6,54,0.555555556,0.444444444,6,5,1,30,24,MNS,1,0,0,1,9,7,0.777777778,35,309,14,216,21,93,3.888888889,34.33333333,24,5.444444444,0.928571429,-0.150793651,0.862068966
11/8/2019,19:07,21:27,140,3185,MTU,MNS,home/away,MNS,MTU,Michigan Tech,0,3,0,3,31,3,0,0,0,31,2019-2020 Season,3,62,0.5,0.5,0,3,0,31,31,MNS,1,0,0,1,10,8,0.8,38,340,14,247,24,93,3.8,34,24.7,5.2,0.961538462,-0.161538462,0.880487805
11/9/2019,18:07,20:09,122,3328,MTU,MNS,home/away,MNS,MTU,Michigan Tech,1,2,0,2,18,2,1,0,1,20,2019-2020 Season,3,38,0.473684211,0.526315789,-2,2,1,20,18,MNS,1,0,0,1,11,9,0.818181818,40,360,15,265,25,95,3.636363636,32.72727273,24.09090909,5,0.954545455,-0.136363636,0.876712329
11/22/2019,19:07,21:22,135,4037,MNS,AKA,home/away,MNS,AKA,Minnesota State,7,1,0,1,34,1,7,0,7,20,2019-2020 Season,8,54,0.62962963,0.37037037,14,7,1,34,20,MNS,1,0,0,1,12,10,0.833333333,47,394,16,285,31,109,3.916666667,32.83333333,23.75,5.25,0.992063492,-0.158730159,0.896146045
11/23/2019,18:07,20:28,141,4522,MNS,AKA,home/away,MNS,AKA,Minnesota State,3,0,0,0,41,0,3,0,3,20,2019-2020 Season,3,61,0.672131148,0.327868852,21,3,0,41,20,MNS,1,0,0,1,13,11,0.846153846,50,435,16,305,34,130,3.846153846,33.46153846,23.46153846,5.076923077,1.015151515,-0.168997669,0.907111756
11/29/2019,19:07,21:30,143,5494,MND,MNS,home/away,MNS,MND,Minnesota Duluth,1,4,0,4,28,4,1,0,1,30,2019-2020 Season,5,58,0.482758621,0.517241379,-2,4,1,30,28,MNS,1,0,0,1,14,12,0.857142857,54,465,17,333,37,132,3.857142857,33.21428571,23.78571429,5.071428571,1.021126761,-0.163983903,0.909828393
11/30/2019,19:07,21:47,160,5103,MND,MNS,home/away,MNS,MND,Minnesota Duluth,1,3,0,3,38,3,1,0,1,24,2019-2020 Season,4,62,0.612903226,0.387096774,14,3,1,24,38,MNS,1,0,0,1,15,13,0.866666667,57,489,18,371,39,118,3.8,32.6,24.73333333,5,1.02,-0.153333333,0.909319899
12/6/2019,19:07,21:20,133,4330,MNS,LSS,home/away,MNS,LSS,Minnesota State,5,1,0,1,31,1,5,0,5,21,2019-2020 Season,6,52,0.596153846,0.403846154,10,5,1,31,21,MNS,1,0,0,1,16,14,0.875,62,520,19,392,43,128,3.875,32.5,24.5,5.0625,1.030864198,-0.155864198,0.914149822
12/7/2019,18:07,20:16,129,4452,MNS,LSS,home/away,MNS,LSS,Minnesota State,2,0,0,0,34,0,2,0,2,21,2019-2020 Season,2,55,0.618181818,0.381818182,13,2,0,34,21,MNS,1,0,0,1,17,15,0.882352941,64,554,19,413,45,141,3.764705882,32.58823529,24.29411765,4.882352941,1.042168675,-0.159815734,0.919003814
12/13/2019,19:07,21:17,130,2227,NMU,MNS,home/away,MNS,NMU,Northern Michigan,2,5,0,5,25,5,2,0,2,28,2019-2020 Season,7,53,0.471698113,0.528301887,-3,5,2,28,25,MNS,1,0,0,1,18,16,0.888888889,69,582,21,438,48,144,3.833333333,32.33333333,24.33333333,5,1.033333333,-0.144444444,0.915224913
12/14/2019,18:00,20:20,140,2246,NMU,MNS,home/away,NMU,MNS,Northern Michigan,4,1,0,1,22,1,4,2,2,31,2019-2020 Season,3,53,0.41509434,0.58490566,-9,1,2,31,22,MNS,0,1,0,1,19,16,0.842105263,70,613,23,460,47,153,3.684210526,32.26315789,24.21052632,4.894736842,1.005376344,-0.163271081,0.902560324
12/28/2019,16:00,18:05,125,7615,MNS,STC,Tournament Game,STC,MNS,Tournament,2,7,0,7,18,7,2,0,2,25,2019-2020 Season,9,43,0.418604651,0.581395349,-7,2,7,18,25,MNS,0,1,0,1,20,16,0.8,72,631,30,485,42,146,3.6,31.55,24.25,5.1,0.911764706,-0.111764706,0.852071006
12/29/2019,16:00,18:08,128,6772,MNS,BMJ,Tournament Game,MNS,BMJ,Tournament,2,0,0,0,24,0,2,0,2,18,2019-2020 Season,2,42,0.571428571,0.428571429,6,2,0,24,18,MNS,1,0,0,1,21,17,0.80952381,74,655,30,503,44,152,3.523809524,31.19047619,23.95238095,4.952380952,0.923076923,-0.113553114,0.858845671
1/3/2020,19:07,21:22,135,3554,MNS,AKF,home/away,MNS,AKF,Minnesota State,4,0,0,0,39,0,4,0,4,7,2019-2020 Season,4,46,0.847826087,0.152173913,32,4,0,39,7,MNS,1,0,0,1,22,18,0.818181818,78,694,30,510,48,184,3.545454545,31.54545455,23.18181818,4.909090909,0.944444444,-0.126262626,0.871134021
1/4/2020,18:07,20:23,136,4065,MNS,AKF,home/away,MNS,AKF,Minnesota State,3,1,0,1,24,1,3,1,2,16,2019-2020 Season,3,40,0.6,0.4,8,2,1,24,16,MNS,1,0,0,1,23,19,0.826086957,80,718,31,526,49,192,3.47826087,31.2173913,22.86956522,4.826086957,0.941441441,-0.115354485,0.869447086
