Date,startTime,endTime,totalTime,attendance,homeTeam,awayTeam,game_type,winner,loser,venueLoc,homescore,homegoalsallowed,homeemptynetgoalsallowed,homeadjustedgoalsallowed,homeshotsonGoal,awayscorelist,awaygoalsallowed,awayemptynetgoalsallowed,awayadjustedgoalsallowed,awayshotsonGoal,hockeySeason,TotalAdjusted_Goals,TotalShotson_Goal,homeshareShotsonGoal,awayshareShotsonGoal,shotsonGoalDifference,GF,GA,SOG,SOGA,Team,Wins,Losses,Ties,Total,Season Game,Season Wins,Winning %,Season GF,Season SOG,Season GA,Season SOGA,Season GD,Season SOGD,Goals Per Game (mean),SOG per Game (mean),SOGA per Game (mean),Total Goals Per Game (mean),Expected Winning %,Error,Expected Winning GF/GA
1/10/2020,19:07,21:07,120,850,FSU,MNS,home/away,MNS,FSU,Ferris State,0,5,0,5,19,5,0,0,0,25,2019-2020 Season,5,44,0.431818182,0.568181818,-6,5,0,25,19,MNS,1,0,0,1,24,20,0.833333333,85,743,31,545,54,198,3.541666667,30.95833333,22.70833333,4.833333333,0.965517241,-0.132183908,0.882604447
1/11/2020,18:07,20:20,133,1100,FSU,MNS,home/away,MNS,FSU,Ferris State,1,5,0,5,26,5,1,0,1,42,2019-2020 Season,6,68,0.382352941,0.617647059,-16,5,1,42,26,MNS,1,0,0,1,25,21,0.84,90,785,32,571,58,214,3.6,31.4,22.84,4.88,0.975409836,-0.135409836,0.887768523
1/17/2020,19:07,21:27,140,2042,BGS,MNS,home/away,MNS,BGS,Bowling Green,3,6,1,5,26,6,3,0,3,25,2019-2020 Season,8,51,0.509803922,0.490196078,1,5,3,25,26,MNS,1,0,0,1,26,22,0.846153846,95,810,35,597,60,213,3.653846154,31.15384615,22.96153846,5,0.961538462,-0.115384615,0.880487805
1/18/2020,19:07,21:32,145,2289,BGS,MNS,home/away,MNS,BGS,Bowling Green,2,3,0,3,23,3,2,0,2,24,2019-2020 Season,5,47,0.489361702,0.510638298,-1,3,2,24,23,MNS,1,0,0,1,27,23,0.851851852,98,834,37,620,61,214,3.62962963,30.88888889,22.96296296,5,0.951851852,-0.1,0.875239224
1/24/2020,19:07,21:21,134,5013,MNS,BMJ,home/away,MNS,BMJ,Minnesota State,3,2,0,2,19,2,3,0,3,20,2019-2020 Season,5,39,0.487179487,0.512820513,-1,3,2,19,20,MNS,1,0,0,1,28,24,0.857142857,101,853,39,640,62,213,3.607142857,30.46428571,22.85714286,5,0.942857143,-0.085714286,0.870243986
1/25/2020,18:07,20:23,136,5232,MNS,BMJ,home/away,BMJ,MNS,Minnesota State,2,4,1,3,50,4,2,0,2,18,2019-2020 Season,5,68,0.735294118,0.264705882,32,2,3,50,18,MNS,0,1,0,1,29,24,0.827586207,103,903,42,658,61,245,3.551724138,31.13793103,22.68965517,5,0.920689655,-0.093103448,0.857431504
1/31/2020,19:07,21:21,134,666,AKA,MNS,home/away,MNS,AKA,Alaska Anchorage,1,7,0,7,21,7,1,0,1,37,2019-2020 Season,8,58,0.362068966,0.637931034,-16,7,1,37,21,MNS,1,0,0,1,30,25,0.833333333,110,940,43,679,67,261,3.666666667,31.33333333,22.63333333,5.1,0.937908497,-0.104575163,0.867445695
2/1/2020,17:07,19:45,158,690,AKA,MNS,home/away,Tie,Tie,Alaska Anchorage,2,2,0,2,20,2,2,0,2,37,2019-2020 Season,4,57,0.350877193,0.649122807,-17,2,2,37,20,MNS,0,0,1,1,31,25,0.806451613,112,977,45,699,67,278,3.612903226,31.51612903,22.5483871,5.064516129,0.926751592,-0.120299979,0.861006246
2/7/2020,19:07,21:36,149,4436,MNS,NMU,home/away,MNS,NMU,Minnesota State,7,3,0,3,42,3,7,0,7,24,2019-2020 Season,10,66,0.636363636,0.363636364,18,7,3,42,24,MNS,1,0,0,1,32,26,0.8125,119,1019,48,723,71,296,3.71875,31.84375,22.59375,5.21875,0.925149701,-0.112649701,0.860066808
2/8/2020,18:07,20:26,139,5090,MNS,NMU,home/away,MNS,NMU,Minnesota State,1,0,0,0,21,0,1,0,1,22,2019-2020 Season,1,43,0.488372093,0.511627907,-1,1,0,21,22,MNS,1,0,0,1,33,27,0.818181818,120,1040,48,745,72,295,3.636363636,31.51515152,22.57575758,5.090909091,0.928571429,-0.11038961,0.862068966
2/21/2020,19:07,21:24,137,4584,MNS,ALH,home/away,MNS,ALH,Minnesota State,10,0,0,0,64,0,10,0,10,11,2019-2020 Season,10,75,0.853333333,0.146666667,53,10,0,64,11,MNS,1,0,0,1,34,28,0.823529412,130,1104,48,756,82,348,3.823529412,32.47058824,22.23529412,5.235294118,0.960674157,-0.137144746,0.880024995
2/22/2020,18:07,20:26,139,5131,MNS,ALH,home/away,MNS,ALH,Minnesota State,8,0,0,0,47,0,8,0,8,19,2019-2020 Season,8,66,0.712121212,0.287878788,28,8,0,47,19,MNS,1,0,0,1,35,29,0.828571429,138,1151,48,775,90,376,3.942857143,32.88571429,22.14285714,5.314285714,0.983870968,-0.155299539,0.892074199
2/28/2020,19:07,21:27,140,3612,BMJ,MNS,home/away,BMJ,MNS,Bemidji State,3,1,0,1,34,1,3,1,2,26,2019-2020 Season,3,60,0.566666667,0.433333333,8,1,2,26,34,MNS,0,1,0,1,36,29,0.805555556,139,1177,50,809,89,368,3.861111111,32.69444444,22.47222222,5.25,0.970899471,-0.165343915,0.885431465
2/29/2020,18:07,20:33,146,4079,BMJ,MNS,home/away,MNS,BMJ,Bemidji State,1,4,2,2,39,4,1,0,1,35,2019-2020 Season,3,74,0.527027027,0.472972973,4,2,1,35,39,MNS,1,0,0,1,37,30,0.810810811,141,1212,51,848,90,364,3.810810811,32.75675676,22.91891892,5.189189189,0.96875,-0.157939189,0.884307446
3/6/2020,19:07,21:22,135,3090,MNS,AKA,home/away,MNS,AKA,Minnesota State,8,1,0,1,50,1,8,0,8,17,2019-2020 Season,9,67,0.746268657,0.253731343,33,8,1,50,17,MNS,1,0,0,1,38,31,0.815789474,149,1262,52,865,97,397,3.921052632,33.21052632,22.76315789,5.289473684,0.982587065,-0.166797591,0.891427424
3/7/2020,18:07,20:34,147,3417,MNS,AKA,home/away,MNS,AKA,Minnesota State,4,2,0,2,53,2,4,1,3,14,2019-2020 Season,5,67,0.791044776,0.208955224,39,3,2,53,14,MNS,1,0,0,1,39,32,0.820512821,152,1315,54,879,98,436,3.897435897,33.71794872,22.53846154,5.282051282,0.975728155,-0.155215335,0.88793236
11/22/2020,17:07,19:29,142,105,BMJ,MNS,home/away,MNS,BMJ,Bemidji State,0,5,0,5,21,5,0,0,0,27,2020-2021 Season,5,48,0.4375,0.5625,-6,5,0,27,21,MNS,1,0,0,1,1,1,1,5,27,0,21,5,6,5,27,21,5,1.5,-0.5,1
10/5/2014,18:35,20:50,135,203,CNS,TOR,home/away,CNS,TOR,Canisius,6,3,0,3,30,3,6,1,5,24,2014-2015 Season,8,54,0.555555556,0.444444444,6,5,3,30,24,CNS,1,0,0,1,1,1,1,5,30,3,24,2,6,5,30,24,8,0.75,0.25,0.735294118
10/10/2014,19:35,21:45,130,627,CNS,WMU,home/away,CNS,WMU,Canisius,4,2,0,2,26,2,4,1,3,24,2014-2015 Season,5,50,0.52,0.48,2,3,2,26,24,CNS,1,0,0,1,2,2,1,8,56,5,48,3,8,4,28,24,6.5,0.730769231,0.269230769,0.719101124
10/11/2014,19:35,21:47,132,658,CNS,WMU,home/away,WMU,CNS,Canisius,1,4,0,4,15,4,1,0,1,28,2014-2015 Season,5,43,0.348837209,0.651162791,-13,1,4,15,28,CNS,0,1,0,1,3,2,0.666666667,9,71,9,76,0,-5,3,23.66666667,25.33333333,6,0.5,0.166666667,0.5
10/17/2014,19:05,21:10,125,1431,ARM,CNS,home/away,CNS,ARM,Army,4,6,1,5,35,6,4,0,4,23,2014-2015 Season,9,58,0.603448276,0.396551724,12,5,4,23,35,CNS,1,0,0,1,4,3,0.75,14,94,13,111,1,-17,3.5,23.5,27.75,6.75,0.537037037,0.212962963,0.536986301
10/18/2014,19:05,21:15,130,1152,ARM,CNS,home/away,ARM,CNS,Army,3,0,0,0,30,0,3,0,3,28,2014-2015 Season,3,58,0.517241379,0.482758621,2,0,3,28,30,CNS,0,1,0,1,5,3,0.6,14,122,16,141,-2,-19,2.8,24.4,28.2,6,0.433333333,0.166666667,0.433628319
10/24/2014,19:05,21:09,124,203,AIC,CNS,home/away,CNS,AIC,American International,1,3,0,3,26,3,1,0,1,35,2014-2015 Season,4,61,0.426229508,0.573770492,-9,3,1,35,26,CNS,1,0,0,1,6,4,0.666666667,17,157,17,167,0,-10,2.833333333,26.16666667,27.83333333,5.666666667,0.5,0.166666667,0.5
10/25/2014,19:05,21:09,124,127,AIC,CNS,home/away,CNS,AIC,American International,2,4,1,3,26,4,2,0,2,35,2014-2015 Season,5,61,0.426229508,0.573770492,-9,3,2,35,26,CNS,1,0,0,1,7,5,0.714285714,20,192,19,193,1,-1,2.857142857,27.42857143,27.57142857,5.571428571,0.525641026,0.188644689,0.525624179
10/31/2014,19:35,22:12,157,2000,CNS,OSU,home/away,Tie,Tie,Canisius,3,3,0,3,29,3,3,0,3,34,2014-2015 Season,6,63,0.46031746,0.53968254,-5,3,3,29,34,CNS,0,0,1,1,8,5,0.625,23,221,22,227,1,-6,2.875,27.625,28.375,5.625,0.522222222,0.102777778,0.522211254
11/1/2014,19:35,21:55,140,2000,CNS,OSU,home/away,OSU,CNS,Canisius,1,4,0,4,21,4,1,0,1,41,2014-2015 Season,5,62,0.338709677,0.661290323,-20,1,4,21,41,CNS,0,1,0,1,9,5,0.555555556,24,242,26,268,-2,-26,2.666666667,26.88888889,29.77777778,5.555555556,0.46,0.095555556,0.460063898
11/7/2014,19:05,21:19,134,228,SAC,CNS,home/away,SAC,CNS,Sacred Heart,3,2,0,2,28,2,3,0,3,28,2014-2015 Season,5,56,0.5,0.5,0,2,3,28,28,CNS,0,1,0,1,10,5,0.5,26,270,29,296,-3,-26,2.6,27,29.6,5.5,0.445454545,0.054545455,0.445616348
11/8/2014,19:05,21:40,155,95,SAC,CNS,home/away,Tie,Tie,Sacred Heart,4,4,0,4,29,4,4,0,4,41,2014-2015 Season,8,70,0.414285714,0.585714286,-12,4,4,41,29,CNS,0,0,1,1,11,5,0.454545455,30,311,33,325,-3,-14,2.727272727,28.27272727,29.54545455,5.727272727,0.452380952,0.002164502,0.452488688
11/14/2014,19:35,21:58,143,1411,CNS,RIT,home/away,Tie,Tie,Canisius,3,3,0,3,25,3,3,0,3,40,2014-2015 Season,6,65,0.384615385,0.615384615,-15,3,3,25,40,CNS,0,0,1,1,12,5,0.416666667,33,336,36,365,-3,-29,2.75,28,30.41666667,5.75,0.456521739,-0.039855072,0.456603774
11/15/2014,19:35,21:52,137,1203,CNS,RIT,home/away,RIT,CNS,Canisius,0,3,0,3,19,3,0,0,0,29,2014-2015 Season,3,48,0.395833333,0.604166667,-10,0,3,19,29,CNS,0,1,0,1,13,5,0.384615385,33,355,39,394,-6,-39,2.538461538,27.30769231,30.30769231,5.538461538,0.416666667,-0.032051282,0.417241379
11/22/2014,19:35,22:05,150,1363,CNS,MRC,home/away,Tie,Tie,Canisius,3,3,0,3,38,3,3,0,3,33,2014-2015 Season,6,71,0.535211268,0.464788732,5,3,3,38,33,CNS,0,0,1,1,14,5,0.357142857,36,393,42,427,-6,-34,2.571428571,28.07142857,30.5,5.571428571,0.423076923,-0.065934066,0.423529412
11/28/2014,14:05,16:24,139,1227,CNS,AFA,home/away,CNS,AFA,Canisius,3,1,0,1,26,1,3,0,3,30,2014-2015 Season,4,56,0.464285714,0.535714286,-4,3,1,26,30,CNS,1,0,0,1,15,6,0.4,39,419,43,457,-4,-38,2.6,27.93333333,30.46666667,5.466666667,0.451219512,-0.051219512,0.451335312
11/29/2014,19:35,21:53,138,1126,CNS,AFA,home/away,AFA,CNS,Canisius,2,3,0,3,36,3,2,0,2,19,2014-2015 Season,5,55,0.654545455,0.345454545,17,2,3,36,19,CNS,0,1,0,1,16,6,0.375,41,455,46,476,-5,-21,2.5625,28.4375,29.75,5.4375,0.442528736,-0.067528736,0.442717935
12/5/2014,19:35,21:40,125,737,CNS,AIC,home/away,CNS,AIC,Canisius,3,1,0,1,35,1,3,0,3,16,2014-2015 Season,4,51,0.68627451,0.31372549,19,3,1,35,16,CNS,1,0,0,1,17,7,0.411764706,44,490,47,492,-3,-2,2.588235294,28.82352941,28.94117647,5.352941176,0.467032967,-0.055268261,0.467068758
12/6/2014,19:35,22:00,145,673,CNS,AIC,home/away,Tie,Tie,Canisius,4,4,0,4,43,4,4,0,4,27,2014-2015 Season,8,70,0.614285714,0.385714286,16,4,4,43,27,CNS,0,0,1,1,18,7,0.388888889,48,533,51,519,-3,14,2.666666667,29.61111111,28.83333333,5.5,0.46969697,-0.080808081,0.469724771
1/2/2015,19:05,21:14,129,3559,MNE,CNS,home/away,MNE,CNS,Maine,4,1,0,1,41,1,4,1,3,29,2014-2015 Season,4,70,0.585714286,0.414285714,12,1,3,29,41,CNS,0,1,0,1,19,7,0.368421053,49,562,54,560,-5,2,2.578947368,29.57894737,29.47368421,5.421052632,0.451456311,-0.083035258,0.451570434
1/3/2015,19:05,21:15,130,3910,MNE,CNS,home/away,MNE,CNS,Maine,3,1,0,1,39,1,3,0,3,26,2014-2015 Season,4,65,0.6,0.4,13,1,3,26,39,CNS,0,1,0,1,20,7,0.35,50,588,57,599,-7,-11,2.5,29.4,29.95,5.35,0.434579439,-0.084579439,0.434858236
1/9/2015,11:05,13:15,130,395,CNS,HCR,home/away,CNS,HCR,Canisius,2,1,0,1,27,1,2,0,2,24,2014-2015 Season,3,51,0.529411765,0.470588235,3,2,1,27,24,CNS,1,0,0,1,21,8,0.380952381,52,615,58,623,-6,-8,2.476190476,29.28571429,29.66666667,5.238095238,0.445454545,-0.064502165,0.445616348
1/10/2015,19:35,21:49,134,973,CNS,HCR,home/away,CNS,HCR,Canisius,2,1,0,1,29,1,2,0,2,25,2014-2015 Season,3,54,0.537037037,0.462962963,4,2,1,29,25,CNS,1,0,0,1,22,9,0.409090909,54,644,59,648,-5,-4,2.454545455,29.27272727,29.45454545,5.136363636,0.455752212,-0.046661303,0.455838674
1/13/2015,19:05,21:31,146,444,MRC,CNS,home/away,CNS,MRC,Mercyhurst,2,5,1,4,30,5,2,0,2,26,2014-2015 Season,6,56,0.535714286,0.464285714,4,4,2,26,30,CNS,1,0,0,1,23,10,0.434782609,58,670,61,678,-3,-8,2.52173913,29.13043478,29.47826087,5.173913043,0.474789916,-0.040007307,0.474805928
1/16/2015,19:35,21:51,136,873,CNS,BEN,home/away,Tie,Tie,Canisius,2,2,0,2,30,2,2,0,2,36,2014-2015 Season,4,66,0.454545455,0.545454545,-6,2,2,30,36,CNS,0,0,1,1,24,10,0.416666667,60,700,63,714,-3,-14,2.5,29.16666667,29.75,5.125,0.475609756,-0.058943089,0.475624257
1/17/2015,19:35,21:50,135,983,CNS,BEN,home/away,CNS,BEN,Canisius,2,0,0,0,33,0,2,0,2,18,2014-2015 Season,2,51,0.647058824,0.352941176,15,2,0,33,18,CNS,1,0,0,1,25,11,0.44,62,733,63,732,-1,1,2.48,29.32,29.28,5,0.492,-0.052,0.492000512
1/22/2015,19:05,21:25,140,1013,NIA,CNS,home/away,CNS,NIA,Niagara,1,4,1,3,31,4,1,0,1,39,2014-2015 Season,4,70,0.442857143,0.557142857,-8,3,1,39,31,CNS,1,0,0,1,26,12,0.461538462,65,772,64,763,1,9,2.5,29.69230769,29.34615385,4.961538462,0.507751938,-0.046213476,0.507751472
1/24/2015,19:05,21:30,145,1302,NIA,CNS,home/away,CNS,NIA,Niagara,4,6,1,5,28,6,4,0,4,24,2014-2015 Season,9,52,0.538461538,0.461538462,4,5,4,24,28,CNS,1,0,0,1,27,13,0.481481481,70,796,68,791,2,5,2.592592593,29.48148148,29.2962963,5.111111111,0.514492754,-0.033011272,0.51448971
2/6/2015,19:05,21:32,147,917,RMU,CNS,home/away,RMU,CNS,Robert Morris,2,1,0,1,27,1,2,0,2,30,2014-2015 Season,3,57,0.473684211,0.526315789,-3,1,2,30,27,CNS,0,1,0,1,28,13,0.464285714,71,826,70,818,1,8,2.535714286,29.5,29.21428571,5.035714286,0.507092199,-0.042806484,0.507091842
2/7/2015,19:05,21:22,137,1607,RMU,CNS,home/away,Tie,Tie,Robert Morris,1,1,0,1,30,1,1,0,1,45,2014-2015 Season,2,75,0.4,0.6,-15,1,1,45,30,CNS,0,0,1,1,29,13,0.448275862,72,871,71,848,1,23,2.482758621,30.03448276,29.24137931,4.931034483,0.506993007,-0.058717145,0.506992665
2/13/2015,19:35,21:46,131,1172,CNS,ARM,home/away,ARM,CNS,Canisius,1,2,0,2,25,2,1,0,1,26,2014-2015 Season,3,51,0.490196078,0.509803922,-1,1,2,25,26,CNS,0,1,0,1,30,13,0.433333333,73,896,73,874,0,22,2.433333333,29.86666667,29.13333333,4.866666667,0.5,-0.066666667,0.5
2/14/2015,19:35,21:48,133,966,CNS,ARM,home/away,CNS,ARM,Canisius,3,1,0,1,27,1,3,0,3,18,2014-2015 Season,4,45,0.6,0.4,9,3,1,27,18,CNS,1,0,0,1,31,14,0.451612903,76,923,74,892,2,31,2.451612903,29.77419355,28.77419355,4.838709677,0.513333333,-0.06172043,0.513330963
2/20/2015,19:05,21:30,145,1158,MRC,CNS,home/away,CNS,MRC,Mercyhurst,2,4,1,3,37,4,2,0,2,27,2014-2015 Season,5,64,0.578125,0.421875,10,3,2,27,37,CNS,1,0,0,1,32,15,0.46875,79,950,76,929,3,21,2.46875,29.6875,29.03125,4.84375,0.519354839,-0.050604839,0.519347591
2/21/2015,19:35,21:55,140,1460,CNS,MRC,home/away,CNS,MRC,Canisius,3,1,0,1,33,1,3,0,3,27,2014-2015 Season,4,60,0.55,0.45,6,3,1,33,27,CNS,1,0,0,1,33,16,0.484848485,82,983,77,956,5,27,2.484848485,29.78787879,28.96969697,4.818181818,0.531446541,-0.046598056,0.531415475
2/27/2015,19:05,21:12,127,1614,AFA,CNS,home/away,CNS,AFA,Air Force,1,4,1,3,22,4,1,0,1,30,2014-2015 Season,4,52,0.423076923,0.576923077,-8,3,1,30,22,CNS,1,0,0,1,34,17,0.5,85,1013,78,978,7,35,2.5,29.79411765,28.76470588,4.794117647,0.542944785,-0.042944785,0.54286573
2/28/2015,17:05,19:30,145,1763,AFA,CNS,home/away,AFA,CNS,Air Force,4,1,0,1,35,1,4,0,4,9,2014-2015 Season,5,44,0.795454545,0.204545455,26,1,4,9,35,CNS,0,1,0,1,35,17,0.485714286,86,1022,82,1013,4,9,2.457142857,29.2,28.94285714,4.8,0.523809524,-0.038095238,0.523796034
3/13/2015,19:35,21:50,135,1110,CNS,SAC,home/away,CNS,SAC,Canisius,2,0,0,0,18,0,2,0,2,19,2014-2015 Season,2,37,0.486486486,0.513513514,-1,2,0,18,19,CNS,1,0,0,1,36,18,0.5,88,1040,82,1032,6,8,2.444444444,28.88888889,28.66666667,4.722222222,0.535294118,-0.035294118,0.535250207
3/14/2015,19:35,22:00,145,787,CNS,SAC,home/away,CNS,SAC,Canisius,2,1,0,1,14,1,2,0,2,33,2014-2015 Season,3,47,0.29787234,0.70212766,-19,2,1,14,33,CNS,1,0,0,1,37,19,0.513513514,90,1054,83,1065,7,-11,2.432432432,28.48648649,28.78378378,4.675675676,0.540462428,-0.026948914,0.540396291
3/20/2015,21:01,23:19,138,3525,CNS,RIT,Tournament Game,RIT,CNS,Tournament,1,2,0,2,28,2,1,0,1,27,2014-2015 Season,3,55,0.509090909,0.490909091,1,1,2,28,27,CNS,0,1,0,1,38,19,0.5,91,1082,85,1092,6,-10,2.394736842,28.47368421,28.73684211,4.631578947,0.534090909,-0.034090909,0.534051335
10/4/2015,16:05,18:17,132,451,CNS,OIT,home/away,OIT,CNS,Canisius,2,4,0,4,38,4,2,0,2,18,2015-2016 Season,6,56,0.678571429,0.321428571,20,2,4,38,18,CNS,0,1,0,1,1,0,0,2,38,4,18,-2,20,2,38,18,6,0.166666667,-0.166666667,0.2
10/10/2015,19:35,21:53,138,1711,CNS,PSU,home/away,PSU,CNS,Canisius,1,6,0,6,28,6,1,0,1,45,2015-2016 Season,7,73,0.383561644,0.616438356,-17,1,6,28,45,CNS,0,1,0,1,2,0,0,3,66,10,63,-7,3,1.5,33,31.5,6.5,-0.038461538,0.038461538,0.082568807
10/16/2015,19:35,21:43,128,1624,CNS,BGS,home/away,BGS,CNS,Canisius,2,4,1,3,22,4,2,0,2,34,2015-2016 Season,5,56,0.392857143,0.607142857,-12,2,3,22,34,CNS,0,1,0,1,3,0,0,5,88,13,97,-8,-9,1.666666667,29.33333333,32.33333333,6,0.055555556,-0.055555556,0.128865979
10/23/2015,16:05,18:15,130,531,CNS,HCR,home/away,CNS,HCR,Canisius,4,3,0,3,18,3,4,0,4,38,2015-2016 Season,7,56,0.321428571,0.678571429,-20,4,3,18,38,CNS,1,0,0,1,4,1,0.25,9,106,16,135,-7,-29,2.25,26.5,33.75,6.25,0.22,0.03,0.240356083
10/24/2015,16:05,18:18,133,906,CNS,HCR,home/away,HCR,CNS,Canisius,1,4,0,4,25,4,1,0,1,35,2015-2016 Season,5,60,0.416666667,0.583333333,-10,1,4,25,35,CNS,0,1,0,1,5,1,0.2,10,131,20,170,-10,-39,2,26.2,34,6,0.166666667,0.033333333,0.2
10/30/2015,19:05,21:29,144,233,SAC,CNS,home/away,CNS,SAC,Sacred Heart,0,3,1,2,29,3,0,0,0,21,2015-2016 Season,2,50,0.58,0.42,8,2,0,21,29,CNS,1,0,0,1,6,2,0.333333333,12,152,20,199,-8,-47,2,25.33333333,33.16666667,5.333333333,0.25,0.083333333,0.264705882
10/31/2015,19:05,21:27,142,202,SAC,CNS,home/away,SAC,CNS,Sacred Heart,4,0,0,0,30,0,4,0,4,18,2015-2016 Season,4,48,0.625,0.375,12,0,4,18,30,CNS,0,1,0,1,7,2,0.285714286,12,170,24,229,-12,-59,1.714285714,24.28571429,32.71428571,5.142857143,0.166666667,0.119047619,0.2
11/7/2015,18:05,20:20,135,1203,CNS,MER,home/away,MER,CNS,Canisius,2,3,0,3,20,3,2,0,2,29,2015-2016 Season,5,49,0.408163265,0.591836735,-9,2,3,20,29,CNS,0,1,0,1,8,2,0.25,14,190,27,258,-13,-68,1.75,23.75,32.25,5.125,0.182926829,0.067073171,0.211891892
11/13/2015,19:05,21:26,141,4334,OSU,CNS,home/away,OSU,CNS,Ohio State,4,1,0,1,46,1,4,0,4,30,2015-2016 Season,5,76,0.605263158,0.394736842,16,1,4,30,46,CNS,0,1,0,1,9,2,0.222222222,15,220,31,304,-16,-84,1.666666667,24.44444444,33.77777778,5.111111111,0.152173913,0.070048309,0.189713322
11/14/2015,16:05,18:28,143,3875,OSU,CNS,home/away,OSU,CNS,Ohio State,6,4,0,4,41,4,6,1,5,26,2015-2016 Season,9,67,0.611940299,0.388059701,15,4,5,26,41,CNS,0,1,0,1,10,2,0.2,19,246,36,345,-17,-99,1.9,24.6,34.5,5.5,0.190909091,0.009090909,0.217863609
11/20/2015,19:35,22:05,150,1327,CNS,MRC,home/away,CNS,MRC,Canisius,4,3,0,3,26,3,4,0,4,42,2015-2016 Season,7,68,0.382352941,0.617647059,-16,4,3,26,42,CNS,1,0,0,1,11,3,0.272727273,23,272,39,387,-16,-115,2.090909091,24.72727273,35.18181818,5.636363636,0.241935484,0.030791789,0.25804878
11/21/2015,19:35,21:53,138,1240,CNS,MRC,home/away,MRC,CNS,Canisius,1,4,1,3,25,4,1,0,1,24,2015-2016 Season,4,49,0.510204082,0.489795918,1,1,3,25,24,CNS,0,1,0,1,12,3,0.25,24,297,42,411,-18,-114,2,24.75,34.25,5.5,0.227272727,0.022727273,0.246153846
11/27/2015,16:05,18:12,127,794,CNS,ARM,home/away,ARM,CNS,Canisius,1,3,0,3,38,3,1,0,1,25,2015-2016 Season,4,63,0.603174603,0.396825397,13,1,3,38,25,CNS,0,1,0,1,13,3,0.230769231,25,335,45,436,-20,-101,1.923076923,25.76923077,33.53846154,5.384615385,0.214285714,0.016483516,0.235849057
11/28/2015,19:35,21:57,142,764,CNS,ARM,home/away,Tie,Tie,Canisius,2,2,0,2,22,2,2,0,2,26,2015-2016 Season,4,48,0.458333333,0.541666667,-4,2,2,22,26,CNS,0,0,1,1,14,3,0.214285714,27,357,47,462,-20,-105,1.928571429,25.5,33,5.285714286,0.22972973,-0.015444015,0.248127978
12/4/2015,19:05,21:24,139,1863,AFA,CNS,home/away,AFA,CNS,Air Force,3,2,0,2,42,2,3,0,3,13,2015-2016 Season,5,55,0.763636364,0.236363636,29,2,3,13,42,CNS,0,1,0,1,15,3,0.2,29,370,50,504,-21,-134,1.933333333,24.66666667,33.6,5.266666667,0.234177215,-0.034177215,0.251721042
12/5/2015,19:05,21:14,129,1703,AFA,CNS,home/away,CNS,AFA,Air Force,2,4,0,4,44,4,2,0,2,24,2015-2016 Season,6,68,0.647058824,0.352941176,20,4,2,24,44,CNS,1,0,0,1,16,4,0.25,33,394,52,548,-19,-154,2.0625,24.625,34.25,5.3125,0.276470588,-0.026470588,0.28710783
12/12/2015,19:05,21:22,137,943,RMU,CNS,home/away,RMU,CNS,Robert Morris,6,0,0,0,46,0,6,0,6,34,2015-2016 Season,6,80,0.575,0.425,12,0,6,34,46,CNS,0,1,0,1,17,4,0.235294118,33,428,58,594,-25,-166,1.941176471,25.17647059,34.94117647,5.352941176,0.225274725,0.010019392,0.244554233
12/13/2015,19:35,21:53,138,571,CNS,RMU,home/away,CNS,RMU,Canisius,6,2,0,2,23,2,6,0,6,34,2015-2016 Season,8,57,0.403508772,0.596491228,-11,6,2,23,34,CNS,1,0,0,1,18,5,0.277777778,39,451,60,628,-21,-177,2.166666667,25.05555556,34.88888889,5.5,0.287878788,-0.01010101,0.297012302
12/20/2015,16:05,18:08,123,2104,MER,CNS,home/away,MER,CNS,Merrimack,4,1,0,1,42,1,4,1,3,19,2015-2016 Season,4,61,0.68852459,0.31147541,23,1,3,19,42,CNS,0,1,0,1,19,5,0.263157895,40,470,63,670,-23,-200,2.105263158,24.73684211,35.26315789,5.421052632,0.276699029,-0.013541134,0.287304723
1/2/2016,19:05,21:10,125,163,AIC,CNS,home/away,AIC,CNS,American International,3,1,0,1,19,1,3,0,3,34,2015-2016 Season,4,53,0.358490566,0.641509434,-15,1,3,34,19,CNS,0,1,0,1,20,5,0.25,41,504,66,689,-25,-185,2.05,25.2,34.45,5.35,0.26635514,-0.01635514,0.278449561
1/3/2016,15:05,17:10,125,113,AIC,CNS,home/away,Tie,Tie,American International,1,1,0,1,19,1,1,0,1,38,2015-2016 Season,2,57,0.333333333,0.666666667,-19,1,1,38,19,CNS,0,0,1,1,21,5,0.238095238,42,542,67,708,-25,-166,2,25.80952381,33.71428571,5.19047619,0.270642202,-0.032546964,0.28210459
1/8/2016,19:05,21:17,132,2051,RIT,CNS,home/away,CNS,RIT,RIT,3,6,1,5,32,6,3,0,3,26,2015-2016 Season,8,58,0.551724138,0.448275862,6,5,3,26,32,CNS,1,0,0,1,22,6,0.272727273,47,568,70,740,-23,-172,2.136363636,25.81818182,33.63636364,5.318181818,0.303418803,-0.030691531,0.310732874
1/9/2016,19:05,21:22,137,2810,RIT,CNS,home/away,RIT,CNS,RIT,4,3,0,3,42,3,4,0,4,18,2015-2016 Season,7,60,0.7,0.3,24,3,4,18,42,CNS,0,1,0,1,23,6,0.260869565,50,586,74,782,-24,-196,2.173913043,25.47826087,34,5.391304348,0.306451613,-0.045582048,0.313440321
