,Date,Day,startTime,endTime,totalTime,attendance,homeTeam,awayTeam,gameType,homeScore,awayScore,winner,loser,gameLoc_type,location,Team,Arena,Capacity,Sheet Size,Unnamed: 4,0,Attendance%
4278,January 13 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:30:00,145,617,Holy Cross,Sacred Heart,Atlantic Hockey Conference Game,4,2,Home Team,Away Team,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.4407142857142857
4279,January 13 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:23:00,138,1008,Mercyhurst,Niagara,Atlantic Hockey Conference Game,3,2,Home Team,Away Team,home/away game,Mercyhurst,Mercyhurst,Mercyhurst Ice Center,1500.0,200x85,Map,85,0.672
4280,January 13 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:12:00,127,2543,RIT,Air Force,Atlantic Hockey Conference Game,0,4,Away Team,Home Team,home/away game,RIT,RIT,Gene Polisseni Center,4300.0,200x85,Map,85,0.5913953488372093
4281,January 13 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,3617,Vermont,Massachusetts,Hockey East Conference Game,3,6,Away Team,Home Team,home/away game,Vermont,Vermont,Gutterson Fieldhouse,4003.0,200x90,Map,90,0.9035723207594304
4282,January 13 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:30:00,143,1137,Lake Superior State,Ferris State,WCHA Conference Game,5,3,Home Team,Away Team,home/away game,Lake Superior State,Lake Superior State,Taffy Abel Arena,3373.0,200x85,Map,85,0.3370886451230359
4283,January 13 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:31:00,151,1916,Northern Michigan,Bowling Green,WCHA Conference Game,3,2,Home Team,Away Team,home/away game,Northern Michigan,Northern Michigan,Berry Events Center,3800.0,200x100,Map,100,0.5042105263157894
4284,January 13 2018,Saturday,1900-01-01 19:35:00,1900-01-01 21:48:00,133,641,Canisius,American International,Atlantic Hockey Conference Game,6,1,Home Team,Away Team,home/away game,Canisius,Canisius,Harborcenter,1800.0,200x85,Map,85,0.3561111111111111
4285,January 13 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:28:00,143,9908,Minnesota,Michigan,Big Ten Conference Game,1,3,Away Team,Home Team,home/away game,Minnesota,Minnesota,3M Arena at Mariucci,10000.0,200x100,Map,100,0.9908
4286,January 13 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,13735,Wisconsin,Michigan State,Big Ten Conference Game,5,2,Home Team,Away Team,home/away game,Wisconsin,Wisconsin,Kohl Center,15237.0,200x97,Map,97,0.9014241648618494
4287,January 13 2018,Saturday,1900-01-01 18:07:00,1900-01-01 20:23:00,136,4651,Colorado College,Minnesota Duluth,National Collegiate Hockey Conference Conference Game,1,5,Away Team,Home Team,home/away game,Colorado College,Colorado College,Colorado Springs World Arena,7343.0,200x100,Map,100,0.6333923464524036
4288,January 13 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:35:00,148,4224,St. Cloud State,Western Michigan,National Collegiate Hockey Conference Conference Game,4,3,Home Team,Away Team,home/away game,St. Cloud State,St. Cloud State,Herb Brooks National Hockey Center,5159.0,200x100,Map,100,0.8187633262260128
4289,January 13 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:37:00,150,7458,Omaha,Miami,National Collegiate Hockey Conference Conference Game,4,3,Home Team,Away Team,home/away game,Omaha,Omaha,Baxter Arena,7898.0,200x85,Map,85,0.9442896935933147
4290,January 13 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:30:00,143,11868,North Dakota,Bemidji State,Non-Conference Game,2,2,Tie,Tie,home/away game,North Dakota,North Dakota,Ralph Engelstad Arena,11500.0,200x85,Map,85,1.032
4291,January 13 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:22:00,137,752,Arizona State,UMass Lowell,Non-Conference Game,4,0,Home Team,Away Team,home/away game,Arizona State,Arizona State,Oceanside Ice Arena,500.0,200x85,Map,85,1.504
4292,January 13 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:41:00,154,2338,Alaska Anchorage,Alabama Huntsville,WCHA Conference Game,2,1,Home Team,Away Team,home/away game,Alaska Anchorage,Alaska Anchorage,Wells Fargo Sports Complex,,200x85,Map,85,
4293,January 13 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:37:00,150,2319,Alaska,Minnesota State,WCHA Conference Game,1,5,Away Team,Home Team,home/away game,Alaska,Alaska,Carlson Center,4595.0,200x100,Map,100,0.5046789989118607
4294,January 14 2018,Sunday,1900-01-01 13:00:00,1900-01-01 15:12:00,132,5094,Boston College,New Hampshire,Hockey East Conference Game,5,2,Home Team,Away Team,home/away game,Boston College,Boston College,Conte Forum (Kelley Rink),7884.0,200x87,Map,87,0.6461187214611872
4295,January 16 2018,Tuesday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,3093,Maine,Massachusetts,Hockey East Conference Game,3,1,Home Team,Away Team,home/away game,Maine,Maine,Alfond Arena,5641.0,200x85,Map,85,0.5483070377592626
4296,January 16 2018,Tuesday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,322,Bentley,Sacred Heart,Atlantic Hockey Conference Game,2,4,Away Team,Home Team,home/away game,Bentley,Bentley,Bentley Arena,2117.0,200x85,Map,85,0.15210203117619273
4297,January 16 2018,Tuesday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,1145,Mercyhurst,RIT,Atlantic Hockey Conference Game,6,3,Home Team,Away Team,home/away game,Mercyhurst,Mercyhurst,Mercyhurst Ice Center,1500.0,200x85,Map,85,0.7633333333333333
4298,January 18 2018,Thursday,1900-01-01 18:33:00,1900-01-01 20:50:00,137,5593,Michigan State,Minnesota,Big Ten Conference Game,4,5,Away Team,Home Team,home/away game,Michigan State,Michigan State,Munn Ice Arena,6470.0,200x85,Map,85,0.864451313755796
4299,January 18 2018,Thursday,1900-01-01 19:05:00,1900-01-01 21:08:00,123,3859,UConn,Providence,Hockey East Conference Game,1,3,Away Team,Home Team,home/away game,UConn,UConn,XL Center,9000.0,200x85,Map,85,0.42877777777777776
4300,January 19 2018,Friday,1900-01-01 18:38:00,1900-01-01 21:10:00,152,2815,Western Michigan,Colorado College,National Collegiate Hockey Conference Conference Game,3,2,Home Team,Away Team,home/away game,Western Michigan,Western Michigan,Lawson Ice Arena,3667.0,200x85,Map,85,0.7676574856831198
4301,January 19 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:05:00,125,827,Brown,Rensselaer,ECAC Hockey Conference Game,2,1,Home Team,Away Team,home/away game,Brown,Brown,Meehan Auditorium,2495.0,200x85,Map,85,0.3314629258517034
4302,January 19 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:27:00,147,3047,Clarkson,Harvard,ECAC Hockey Conference Game,6,6,Tie,Tie,home/away game,Clarkson,Clarkson,Cheel Arena,3000.0,200x85,Map,85,1.0156666666666667
4303,January 19 2018,Friday,1900-01-01 19:03:00,1900-01-01 21:12:00,129,3515,Cornell,Colgate,ECAC Hockey Conference Game,2,0,Home Team,Away Team,home/away game,Cornell,Cornell,Lynah Rink,4300.0,200x85,Map,85,0.8174418604651162
4304,January 19 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:11:00,131,1195,St. Lawrence,Dartmouth,ECAC Hockey Conference Game,2,3,Away Team,Home Team,home/away game,St. Lawrence,St. Lawrence,Appleton Arena,3000.0,200x85,Map,85,0.3983333333333333
4305,January 19 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:12:00,132,3500,Yale,Union,ECAC Hockey Conference Game,2,3,Away Team,Home Team,home/away game,Yale,Yale,Ingalls Rink,3500.0,200x85,Map,85,1.0
4306,January 19 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,2549,Merrimack,Boston University,Hockey East Conference Game,3,4,Away Team,Home Team,home/away game,Merrimack,Merrimack,J. Thom Lawler Rink,2549.0,200x85,Map,85,1.0
4307,January 19 2018,Friday,1900-01-01 19:08:00,1900-01-01 21:30:00,142,4788,Maine,New Hampshire,Hockey East Conference Game,2,2,Tie,Tie,home/away game,Maine,Maine,Alfond Arena,5641.0,200x85,Map,85,0.8487856762985286
4308,January 19 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:23:00,143,2313,Massachusetts,Northeastern,Hockey East Conference Game,3,0,Home Team,Away Team,home/away game,Massachusetts,Massachusetts,William D. Mullins Center,8373.0,200x95,Map,95,0.2762450734503762
4309,January 19 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,786,Holy Cross,Niagara,Atlantic Hockey Conference Game,3,1,Home Team,Away Team,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.5614285714285714
4310,January 19 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:26:00,141,1067,Mercyhurst,American International,Atlantic Hockey Conference Game,3,1,Home Team,Away Team,home/away game,Mercyhurst,Mercyhurst,Mercyhurst Ice Center,1500.0,200x85,Map,85,0.7113333333333334
4311,January 19 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,2077,RIT,Canisius,Atlantic Hockey Conference Game,4,5,Away Team,Home Team,home/away game,RIT,RIT,Gene Polisseni Center,4300.0,200x85,Map,85,0.4830232558139535
4312,January 19 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:21:00,136,819,Robert Morris,Bentley,Atlantic Hockey Conference Game,3,2,Home Team,Away Team,home/away game,Robert Morris,Robert Morris,Colonials Arena,1589.0,200x85,Map,85,0.5154185022026432
4313,January 19 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:19:00,134,3687,Vermont,UMass Lowell,Hockey East Conference Game,2,3,Away Team,Home Team,home/away game,Vermont,Vermont,Gutterson Fieldhouse,4003.0,200x90,Map,90,0.9210592055958031
4314,January 19 2018,Friday,1900-01-01 19:07:00,1900-01-01 21:20:00,133,1497,Ferris State,Bemidji State,WCHA Conference Game,0,2,Away Team,Home Team,home/away game,Ferris State,Ferris State,Ewigleben Ice Arena,2457.0,200x85,Map,85,0.6092796092796092
4315,January 19 2018,Friday,1900-01-01 19:07:00,1900-01-01 21:33:00,146,3781,Michigan Tech,Alaska,WCHA Conference Game,5,2,Home Team,Away Team,home/away game,Michigan Tech,Michigan Tech,MacInnes Student Ice Arena,4200.0,200x85,Map,85,0.9002380952380953
4316,January 19 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:21:00,141,2161,Northern Michigan,Lake Superior State,WCHA Conference Game,3,2,Home Team,Away Team,home/away game,Northern Michigan,Northern Michigan,Berry Events Center,3800.0,200x100,Map,100,0.5686842105263158
4317,January 19 2018,Friday,1900-01-01 19:35:00,1900-01-01 22:05:00,150,5630,Notre Dame,Wisconsin,Big Ten Conference Game,4,2,Home Team,Away Team,home/away game,Notre Dame,Notre Dame,Compton Family Ice Arena,5022.0,200x95,Map,95,1.1210673038630028
4318,January 19 2018,Friday,1900-01-01 19:07:00,1900-01-01 21:47:00,160,2397,Bowling Green,Alaska Anchorage,WCHA Conference Game,6,2,Home Team,Away Team,home/away game,Bowling Green,Bowling Green,Slater Family Ice Arena,5000.0,200x85,Map,85,0.4794
4319,January 19 2018,Friday,1900-01-01 20:03:00,1900-01-01 22:21:00,138,5574,Michigan,Penn State,Big Ten Conference Game,4,0,Home Team,Away Team,home/away game,Michigan,Michigan,Yost Ice Arena,5800.0,200x85,Map,85,0.9610344827586207
4320,January 19 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:16:00,131,2277,Air Force,Sacred Heart,Atlantic Hockey Conference Game,1,2,Away Team,Home Team,home/away game,Air Force,Air Force,Cadet Ice Arena,2470.0,200x85,Map,85,0.9218623481781376
4321,January 19 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:37:00,152,5894,Denver,Omaha,National Collegiate Hockey Conference Conference Game,5,0,Home Team,Away Team,home/away game,Denver,Denver,Magness Arena,6026.0,200x85,Map,85,0.9780949220046465
4322,January 19 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:35:00,150,741,Arizona State,Quinnipiac,Non-Conference Game,2,2,Tie,Tie,home/away game,Arizona State,Arizona State,Oceanside Ice Arena,500.0,200x85,Map,85,1.482
4323,January 19 2018,Friday,1900-01-01 20:07:00,1900-01-01 22:37:00,150,6372,Minnesota Duluth,North Dakota,National Collegiate Hockey Conference Conference Game,5,3,Home Team,Away Team,home/away game,Minnesota Duluth,Minnesota Duluth,AMSOIL Arena,6800.0,200x85,Map,85,0.9370588235294117
4324,January 20 2018,Saturday,1900-01-01 16:05:00,1900-01-01 18:26:00,141,950,Robert Morris,Bentley,Atlantic Hockey Conference Game,3,3,Tie,Tie,home/away game,Robert Morris,Robert Morris,Colonials Arena,1589.0,200x85,Map,85,0.5978602894902454
4325,January 20 2018,Saturday,1900-01-01 17:07:00,1900-01-01 19:20:00,133,5591,St. Cloud State,Minnesota State,Non-Conference Game,2,5,Away Team,Home Team,home/away game,St. Cloud State,St. Cloud State,Herb Brooks National Hockey Center,5159.0,200x100,Map,100,1.083737158364024
4326,January 20 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:04:00,124,800,Brown,Union,ECAC Hockey Conference Game,0,2,Away Team,Home Team,home/away game,Brown,Brown,Meehan Auditorium,2495.0,200x85,Map,85,0.32064128256513025
4327,January 20 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:11:00,131,3226,Clarkson,Dartmouth,ECAC Hockey Conference Game,2,3,Away Team,Home Team,home/away game,Clarkson,Clarkson,Cheel Arena,3000.0,200x85,Map,85,1.0753333333333333
4328,January 20 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:17:00,137,1481,St. Lawrence,Harvard,ECAC Hockey Conference Game,3,4,Away Team,Home Team,home/away game,St. Lawrence,St. Lawrence,Appleton Arena,3000.0,200x85,Map,85,0.49366666666666664
4329,January 20 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:17:00,137,3500,Yale,Rensselaer,ECAC Hockey Conference Game,5,1,Home Team,Away Team,home/away game,Yale,Yale,Ingalls Rink,3500.0,200x85,Map,85,1.0
4330,January 20 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,4037,Boston University,Merrimack,Hockey East Conference Game,3,1,Home Team,Away Team,home/away game,Boston University,Boston University,Agganis Arena,6300.0,200x90,Map,90,0.6407936507936508
4331,January 20 2018,Saturday,1900-01-01 19:04:00,1900-01-01 21:28:00,144,2481,Providence,UConn,Hockey East Conference Game,1,3,Away Team,Home Team,home/away game,Providence,Providence,Schneider Arena,3030.0,200x85,Map,85,0.8188118811881188
4332,January 20 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,851,Holy Cross,Niagara,Atlantic Hockey Conference Game,0,6,Away Team,Home Team,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.6078571428571429
4333,January 20 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:30:00,145,1245,Mercyhurst,American International,Atlantic Hockey Conference Game,4,4,Tie,Tie,home/away game,Mercyhurst,Mercyhurst,Mercyhurst Ice Center,1500.0,200x85,Map,85,0.83
4334,January 20 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:13:00,128,2417,RIT,Canisius,Atlantic Hockey Conference Game,2,0,Home Team,Away Team,home/away game,RIT,RIT,Gene Polisseni Center,4300.0,200x85,Map,85,0.562093023255814
4335,January 20 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:18:00,133,3522,Vermont,UMass Lowell,Hockey East Conference Game,6,3,Home Team,Away Team,home/away game,Vermont,Vermont,Gutterson Fieldhouse,4003.0,200x90,Map,90,0.8798401199100675
4336,January 20 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:35:00,150,3577,Western Michigan,Colorado College,National Collegiate Hockey Conference Conference Game,5,6,Away Team,Home Team,home/away game,Western Michigan,Western Michigan,Lawson Ice Arena,3667.0,200x85,Map,85,0.9754567766566675
4337,January 20 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,3682,Bowling Green,Alaska Anchorage,WCHA Conference Game,3,2,Home Team,Away Team,home/away game,Bowling Green,Bowling Green,Slater Family Ice Arena,5000.0,200x85,Map,85,0.7364
4338,January 20 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:17:00,130,1645,Ferris State,Bemidji State,WCHA Conference Game,1,4,Away Team,Home Team,home/away game,Ferris State,Ferris State,Ewigleben Ice Arena,2457.0,200x85,Map,85,0.6695156695156695
4339,January 20 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,3365,Michigan Tech,Alaska,WCHA Conference Game,4,3,Home Team,Away Team,home/away game,Michigan Tech,Michigan Tech,MacInnes Student Ice Arena,4200.0,200x85,Map,85,0.8011904761904762
4340,January 20 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:35:00,155,2668,Northern Michigan,Lake Superior State,WCHA Conference Game,3,2,Home Team,Away Team,home/away game,Northern Michigan,Northern Michigan,Berry Events Center,3800.0,200x100,Map,100,0.7021052631578948
4341,January 20 2018,Saturday,1900-01-01 19:31:00,1900-01-01 21:50:00,139,5800,Michigan,Penn State,Big Ten Conference Game,3,2,Home Team,Away Team,home/away game,Michigan,Michigan,Yost Ice Arena,5800.0,200x85,Map,85,1.0
4342,January 20 2018,Saturday,1900-01-01 19:35:00,1900-01-01 21:38:00,123,2422,Colgate,Cornell,ECAC Hockey Conference Game,0,2,Away Team,Home Team,home/away game,Colgate,Colgate,Class of 1965 Arena,2100.0,200x85,Map,85,1.1533333333333333
4343,January 20 2018,Saturday,1900-01-01 19:35:00,1900-01-01 22:07:00,152,5165,Maine,New Hampshire,Hockey East Conference Game,3,3,Tie,Tie,home/away game,Maine,Maine,Alfond Arena,5641.0,200x85,Map,85,0.9156177982627194
4344,January 20 2018,Saturday,1900-01-01 20:03:00,1900-01-01 22:21:00,138,3883,Michigan State,Minnesota,Big Ten Conference Game,1,2,Away Team,Home Team,Tournament Game,Madison Square Garden New York,,,,,,,
4345,January 20 2018,Saturday,1900-01-01 20:00:00,1900-01-01 22:20:00,140,2131,Northeastern,Massachusetts,Hockey East Conference Game,5,0,Home Team,Away Team,home/away game,Northeastern,Northeastern,Matthews Arena,4666.0,200x90,Map,90,0.4567081011573082
4346,January 20 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:31:00,144,6903,Minnesota Duluth,North Dakota,National Collegiate Hockey Conference Conference Game,5,2,Home Team,Away Team,home/away game,Minnesota Duluth,Minnesota Duluth,AMSOIL Arena,6800.0,200x85,Map,85,1.0151470588235294
4347,January 20 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:39:00,154,6115,Denver,Omaha,National Collegiate Hockey Conference Conference Game,4,0,Home Team,Away Team,home/away game,Denver,Denver,Magness Arena,6026.0,200x85,Map,85,1.0147693328908065
4348,January 20 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:25:00,140,2696,Arizona State,Quinnipiac,Non-Conference Game,3,5,Away Team,Home Team,home/away game,Arizona State,Arizona State,Oceanside Ice Arena,500.0,200x85,Map,85,5.392
4349,January 21 2018,Sunday,1900-01-01 14:10:00,1900-01-01 16:35:00,145,9313,Notre Dame,Wisconsin,Big Ten Conference Game,0,5,Away Team,Home Team,Tournament Game,United Center Chicago,,,,,,,
4350,January 23 2018,Tuesday,1900-01-01 19:00:00,1900-01-01 21:05:00,125,3274,Boston College,Massachusetts,Hockey East Conference Game,2,1,Home Team,Away Team,home/away game,Boston College,Boston College,Conte Forum (Kelley Rink),7884.0,200x87,Map,87,0.41527143581938103
4351,January 23 2018,Tuesday,1900-01-01 19:07:00,1900-01-01 21:20:00,133,3907,Minnesota State,Minnesota Duluth,Non-Conference Game,1,0,Home Team,Away Team,home/away game,Minnesota State,Minnesota State,Verizon Wireless Center,5280.0,200x90,Map,90,0.7399621212121212
4352,January 26 2018,Friday,1900-01-01 14:05:00,1900-01-01 16:13:00,128,682,American International,Robert Morris,Atlantic Hockey Conference Game,3,1,Home Team,Away Team,home/away game,American International,American International,MassMutual Center,6866.0,200x85,Map,85,0.09933003204194582
4353,January 26 2018,Friday,1900-01-01 19:09:00,1900-01-01 21:19:00,130,9951,Ohio State,Michigan,Big Ten Conference Game,4,0,Home Team,Away Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.5686285714285715
4354,January 26 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:18:00,138,2873,Clarkson,Yale,ECAC Hockey Conference Game,4,1,Home Team,Away Team,home/away game,Clarkson,Clarkson,Cheel Arena,3000.0,200x85,Map,85,0.9576666666666667
4355,January 26 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:10:00,125,1662,Dartmouth,Colgate,ECAC Hockey Conference Game,2,1,Home Team,Away Team,home/away game,Dartmouth,Dartmouth,Thompson Arena,4500.0,200x90,Map,90,0.36933333333333335
4356,January 26 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:20:00,140,3095,Harvard,Cornell,ECAC Hockey Conference Game,0,3,Away Team,Home Team,home/away game,Harvard,Harvard,Bright Hockey Center,2776.0,204x87,Map,87,1.1149135446685878
4357,January 26 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:09:00,129,1064,St. Lawrence,Brown,ECAC Hockey Conference Game,3,2,Home Team,Away Team,home/away game,St. Lawrence,St. Lawrence,Appleton Arena,3000.0,200x85,Map,85,0.3546666666666667
4358,January 26 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:12:00,127,2185,Merrimack,Vermont,Hockey East Conference Game,1,2,Away Team,Home Team,home/away game,Merrimack,Merrimack,J. Thom Lawler Rink,2549.0,200x85,Map,85,0.8571989015300118
4359,January 26 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:35:00,155,3065,Northeastern,Providence,Hockey East Conference Game,4,4,Tie,Tie,home/away game,Northeastern,Northeastern,Matthews Arena,4666.0,200x90,Map,90,0.6568795542220317
4360,January 26 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:28:00,148,2718,Massachusetts,Maine,Hockey East Conference Game,2,3,Away Team,Home Team,home/away game,Massachusetts,Massachusetts,William D. Mullins Center,8373.0,200x95,Map,95,0.3246148333930491
4361,January 26 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:23:00,143,4685,New Hampshire,UConn,Hockey East Conference Game,2,4,Away Team,Home Team,home/away game,New Hampshire,New Hampshire,Whittemore Center,6501.0,200x100,Map,100,0.7206583602522689
4362,January 26 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:50:00,165,2165,Army West Point,Mercyhurst,Atlantic Hockey Conference Game,2,2,Tie,Tie,home/away game,Army West Point,Army West Point,Tate Rink,2648.0,200x90,Map,90,0.8175981873111783
4363,January 26 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,343,Bentley,Canisius,Atlantic Hockey Conference Game,2,3,Away Team,Home Team,home/away game,Bentley,Bentley,Bentley Arena,2117.0,200x85,Map,85,0.1620217288615966
4364,January 26 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,1087,Holy Cross,RIT,Atlantic Hockey Conference Game,4,0,Home Team,Away Team,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.7764285714285715
4365,January 26 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:32:00,147,708,Niagara,Air Force,Atlantic Hockey Conference Game,2,4,Away Team,Home Team,home/away game,Niagara,Niagara,Dwyer Arena,2100.0,200x85,Map,85,0.33714285714285713
4366,January 26 2018,Friday,1900-01-01 19:07:00,1900-01-01 21:34:00,147,1820,Ferris State,Michigan Tech,WCHA Conference Game,4,3,Home Team,Away Team,home/away game,Ferris State,Ferris State,Ewigleben Ice Arena,2457.0,200x85,Map,85,0.7407407407407407
4367,January 26 2018,Friday,1900-01-01 19:07:00,1900-01-01 21:25:00,138,1186,Lake Superior State,Bowling Green,WCHA Conference Game,3,5,Away Team,Home Team,home/away game,Lake Superior State,Lake Superior State,Taffy Abel Arena,3373.0,200x85,Map,85,0.35161577230951674
4368,January 26 2018,Friday,1900-01-01 19:15:00,1900-01-01 21:34:00,139,6227,UMass Lowell,Boston College,Hockey East Conference Game,3,2,Home Team,Away Team,home/away game,UMass Lowell,UMass Lowell,Tsongas Center,6496.0,200x85,Map,85,0.9585899014778325
4369,January 26 2018,Friday,1900-01-01 19:02:00,1900-01-01 21:20:00,138,8501,Minnesota,Notre Dame,Big Ten Conference Game,1,0,Home Team,Away Team,home/away game,Minnesota,Minnesota,3M Arena at Mariucci,10000.0,200x100,Map,100,0.8501
4370,January 26 2018,Friday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,6210,Minnesota Duluth,St. Cloud State,National Collegiate Hockey Conference Conference Game,5,1,Home Team,Away Team,home/away game,Minnesota Duluth,Minnesota Duluth,AMSOIL Arena,6800.0,200x85,Map,85,0.913235294117647
4371,January 26 2018,Friday,1900-01-01 19:07:00,1900-01-01 21:47:00,160,6430,Omaha,Western Michigan,National Collegiate Hockey Conference Conference Game,6,2,Home Team,Away Team,home/away game,Omaha,Omaha,Baxter Arena,7898.0,200x85,Map,85,0.8141301595340592
4372,January 26 2018,Friday,1900-01-01 19:07:00,1900-01-01 21:29:00,142,2071,Alabama Huntsville,Bemidji State,WCHA Conference Game,5,1,Home Team,Away Team,home/away game,Alabama Huntsville,Alabama Huntsville,Von Braun Center,6600.0,200x85,Map,85,0.3137878787878788
4373,January 26 2018,Friday,1900-01-01 19:38:00,1900-01-01 22:18:00,160,11845,North Dakota,Denver,National Collegiate Hockey Conference Conference Game,3,3,Tie,Tie,home/away game,North Dakota,North Dakota,Ralph Engelstad Arena,11500.0,200x85,Map,85,1.03
4374,January 26 2018,Friday,1900-01-01 20:03:00,1900-01-01 22:25:00,142,9190,Wisconsin,Penn State,Big Ten Conference Game,4,2,Home Team,Away Team,home/away game,Wisconsin,Wisconsin,Kohl Center,15237.0,200x97,Map,97,0.603137100479097
4375,January 26 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:23:00,138,3118,Arizona State,Boston University,Non-Conference Game,0,8,Away Team,Home Team,home/away game,Arizona State,Arizona State,Oceanside Ice Arena,500.0,200x85,Map,85,6.236
4376,January 26 2018,Friday,1900-01-01 19:37:00,1900-01-01 21:47:00,130,3128,Colorado College,Miami,National Collegiate Hockey Conference Conference Game,6,3,Home Team,Away Team,home/away game,Colorado College,Colorado College,Colorado Springs World Arena,7343.0,200x100,Map,100,0.4259839302737301
4377,January 26 2018,Friday,1900-01-01 19:07:00,1900-01-01 21:17:00,130,1483,Alaska Anchorage,Northern Michigan,WCHA Conference Game,2,4,Away Team,Home Team,home/away game,Alaska Anchorage,Alaska Anchorage,Wells Fargo Sports Complex,,200x85,Map,85,
4378,January 27 2018,Saturday,1900-01-01 13:05:00,1900-01-01 15:39:00,154,1310,American International,Robert Morris,Atlantic Hockey Conference Game,3,5,Away Team,Home Team,home/away game,American International,American International,MassMutual Center,6866.0,200x85,Map,85,0.19079522283716865
4379,January 27 2018,Saturday,1900-01-01 15:35:00,1900-01-01 17:54:00,139,6681,UConn,New Hampshire,Hockey East Conference Game,3,2,Home Team,Away Team,home/away game,UConn,UConn,XL Center,9000.0,200x85,Map,85,0.7423333333333333
4380,January 27 2018,Saturday,1900-01-01 16:05:00,1900-01-01 18:15:00,130,343,Bentley,Canisius,Atlantic Hockey Conference Game,3,2,Home Team,Away Team,home/away game,Bentley,Bentley,Bentley Arena,2117.0,200x85,Map,85,0.1620217288615966
4381,January 27 2018,Saturday,1900-01-01 18:00:00,1900-01-01 20:17:00,137,7672,Rensselaer,Union,Non-Conference Game,3,4,Away Team,Home Team,Tournament Game,Mayor's Cup Albany,,,,,,,
