,Date,Day,startTime,endTime,totalTime,attendance,homeTeam,awayTeam,gameType,homeScore,awayScore,winner,loser,gameLoc_type,location,Team,Arena,Capacity,Sheet Size,Unnamed: 4,0,Attendance%
4382,January 27 2018,Saturday,1900-01-01 16:07:00,1900-01-01 18:50:00,163,5054,Colorado College,Miami,National Collegiate Hockey Conference Conference Game,4,4,Tie,Tie,home/away game,Colorado College,Colorado College,Colorado Springs World Arena,7343.0,200x100,Map,100,0.6882745471877979
4383,January 27 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:21:00,141,3194,Clarkson,Brown,ECAC Hockey Conference Game,2,2,Tie,Tie,home/away game,Clarkson,Clarkson,Cheel Arena,3000.0,200x85,Map,85,1.0646666666666667
4384,January 27 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:10:00,125,2755,Dartmouth,Cornell,ECAC Hockey Conference Game,1,3,Away Team,Home Team,home/away game,Dartmouth,Dartmouth,Thompson Arena,4500.0,200x90,Map,90,0.6122222222222222
4385,January 27 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:20:00,140,3095,Harvard,Colgate,ECAC Hockey Conference Game,0,2,Away Team,Home Team,home/away game,Harvard,Harvard,Bright Hockey Center,2776.0,204x87,Map,87,1.1149135446685878
4386,January 27 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:15:00,135,1581,St. Lawrence,Yale,ECAC Hockey Conference Game,1,0,Home Team,Away Team,home/away game,St. Lawrence,St. Lawrence,Appleton Arena,3000.0,200x85,Map,85,0.527
4387,January 27 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:18:00,138,5483,Boston College,UMass Lowell,Hockey East Conference Game,5,2,Home Team,Away Team,home/away game,Boston College,Boston College,Conte Forum (Kelley Rink),7884.0,200x87,Map,87,0.6954591577879249
4388,January 27 2018,Saturday,1900-01-01 19:08:00,1900-01-01 21:38:00,150,2379,Merrimack,Vermont,Hockey East Conference Game,1,2,Away Team,Home Team,home/away game,Merrimack,Merrimack,J. Thom Lawler Rink,2549.0,200x85,Map,85,0.9333071792859945
4389,January 27 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:29:00,149,3033,Providence,Northeastern,Hockey East Conference Game,2,1,Home Team,Away Team,home/away game,Providence,Providence,Schneider Arena,3030.0,200x85,Map,85,1.000990099009901
4390,January 27 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:21:00,141,3934,Massachusetts,Maine,Hockey East Conference Game,2,3,Away Team,Home Team,home/away game,Massachusetts,Massachusetts,William D. Mullins Center,8373.0,200x95,Map,95,0.469843544727099
4391,January 27 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:35:00,150,2793,Army West Point,Mercyhurst,Atlantic Hockey Conference Game,1,6,Away Team,Home Team,home/away game,Army West Point,Army West Point,Tate Rink,2648.0,200x90,Map,90,1.0547583081570997
4392,January 27 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:30:00,145,1348,Holy Cross,RIT,Atlantic Hockey Conference Game,2,3,Away Team,Home Team,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.9628571428571429
4393,January 27 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:16:00,131,736,Niagara,Air Force,Atlantic Hockey Conference Game,3,5,Away Team,Home Team,home/away game,Niagara,Niagara,Dwyer Arena,2100.0,200x85,Map,85,0.3504761904761905
4394,January 27 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:31:00,144,2490,Ferris State,Michigan Tech,WCHA Conference Game,3,1,Home Team,Away Team,home/away game,Ferris State,Ferris State,Ewigleben Ice Arena,2457.0,200x85,Map,85,1.0134310134310134
4395,January 27 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:35:00,148,1723,Lake Superior State,Bowling Green,WCHA Conference Game,2,3,Away Team,Home Team,home/away game,Lake Superior State,Lake Superior State,Taffy Abel Arena,3373.0,200x85,Map,85,0.5108212273940113
4396,January 27 2018,Saturday,1900-01-01 20:05:00,1900-01-01 22:38:00,153,8830,Ohio State,Michigan,Big Ten Conference Game,5,3,Home Team,Away Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.5045714285714286
4397,January 27 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:26:00,141,9890,Minnesota,Notre Dame,Big Ten Conference Game,1,4,Away Team,Home Team,home/away game,Minnesota,Minnesota,3M Arena at Mariucci,10000.0,200x100,Map,100,0.989
4398,January 27 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:58:00,171,13689,Wisconsin,Penn State,Big Ten Conference Game,4,4,Tie,Tie,home/away game,Wisconsin,Wisconsin,Kohl Center,15237.0,200x97,Map,97,0.8984051978735972
4399,January 27 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,7149,Minnesota Duluth,St. Cloud State,National Collegiate Hockey Conference Conference Game,1,2,Away Team,Home Team,home/away game,Minnesota Duluth,Minnesota Duluth,AMSOIL Arena,6800.0,200x85,Map,85,1.0513235294117647
4400,January 27 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:42:00,155,12002,North Dakota,Denver,National Collegiate Hockey Conference Conference Game,1,1,Tie,Tie,home/away game,North Dakota,North Dakota,Ralph Engelstad Arena,11500.0,200x85,Map,85,1.0436521739130435
4401,January 27 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:32:00,145,6791,Omaha,Western Michigan,National Collegiate Hockey Conference Conference Game,7,3,Home Team,Away Team,home/away game,Omaha,Omaha,Baxter Arena,7898.0,200x85,Map,85,0.8598379336540897
4402,January 27 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:28:00,141,1989,Alabama Huntsville,Bemidji State,WCHA Conference Game,1,5,Away Team,Home Team,home/away game,Alabama Huntsville,Alabama Huntsville,Von Braun Center,6600.0,200x85,Map,85,0.3013636363636364
4404,January 27 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:45:00,160,765,Arizona State,Boston University,Non-Conference Game,3,4,Away Team,Home Team,home/away game,Arizona State,Arizona State,Oceanside Ice Arena,500.0,200x85,Map,85,1.53
4405,January 27 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:17:00,130,1708,Alaska Anchorage,Northern Michigan,WCHA Conference Game,3,5,Away Team,Home Team,home/away game,Alaska Anchorage,Alaska Anchorage,Wells Fargo Sports Complex,,200x85,Map,85,
4406,January 30 2018,Tuesday,1900-01-01 19:04:00,1900-01-01 21:20:00,136,2377,Quinnipiac,Princeton,ECAC Hockey Conference Game,3,5,Away Team,Home Team,home/away game,Quinnipiac,Quinnipiac,People's United Center,3286.0,200x85,Map,85,0.7233718807060255
4407,February 2 2018,Friday,1900-01-01 10:35:00,1900-01-01 12:55:00,140,521,Sacred Heart,Robert Morris,Atlantic Hockey Conference Game,1,4,Away Team,Home Team,home/away game,Sacred Heart,Sacred Heart,Webster Bank Arena,8525.0,200x85,Map,85,0.06111436950146627
4408,February 2 2018,Friday,1900-01-01 18:33:00,1900-01-01 20:58:00,145,6229,Penn State,Notre Dame,Big Ten Conference Game,3,5,Away Team,Home Team,home/away game,Penn State,Penn State,Pegula Ice Arena,5704.0,200x85,Map,85,1.092040673211781
4409,February 2 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:19:00,134,5161,Ohio State,Michigan State,Big Ten Conference Game,4,2,Home Team,Away Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.29491428571428574
4410,February 2 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:10:00,125,1159,Colgate,Rensselaer,ECAC Hockey Conference Game,3,0,Home Team,Away Team,home/away game,Colgate,Colgate,Class of 1965 Arena,2100.0,200x85,Map,85,0.5519047619047619
4411,February 2 2018,Friday,1900-01-01 19:03:00,1900-01-01 21:23:00,140,4267,Cornell,Union,ECAC Hockey Conference Game,4,3,Home Team,Away Team,home/away game,Cornell,Cornell,Lynah Rink,4300.0,200x85,Map,85,0.9923255813953489
4412,February 2 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:27:00,147,1865,Princeton,St. Lawrence,ECAC Hockey Conference Game,5,4,Home Team,Away Team,home/away game,Princeton,Princeton,Hobey Baker Rink,2100.0,200x85,Map,85,0.888095238095238
4413,February 2 2018,Friday,1900-01-01 19:04:00,1900-01-01 21:23:00,139,3228,Quinnipiac,Clarkson,ECAC Hockey Conference Game,4,1,Home Team,Away Team,home/away game,Quinnipiac,Quinnipiac,People's United Center,3286.0,200x85,Map,85,0.9823493609251369
4414,February 2 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:35:00,155,1995,Northeastern,New Hampshire,Hockey East Conference Game,1,1,Tie,Tie,home/away game,Northeastern,Northeastern,Matthews Arena,4666.0,200x90,Map,90,0.42756108015430777
4415,February 2 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:35:00,155,3679,Massachusetts,Boston University,Hockey East Conference Game,2,3,Away Team,Home Team,home/away game,Massachusetts,Massachusetts,William D. Mullins Center,8373.0,200x95,Map,95,0.43938851068911977
4416,February 2 2018,Friday,1900-01-01 19:00:00,1900-01-01 21:21:00,141,2939,Yale,Arizona State,Non-Conference Game,3,2,Home Team,Away Team,home/away game,Yale,Yale,Ingalls Rink,3500.0,200x85,Map,85,0.8397142857142857
4417,February 2 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:24:00,139,1467,Army West Point,Niagara,Atlantic Hockey Conference Game,6,2,Home Team,Away Team,home/away game,Army West Point,Army West Point,Tate Rink,2648.0,200x90,Map,90,0.5540030211480362
4418,February 2 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:23:00,138,3433,RIT,Bentley,Atlantic Hockey Conference Game,3,4,Away Team,Home Team,home/away game,RIT,RIT,Gene Polisseni Center,4300.0,200x85,Map,85,0.7983720930232558
4419,February 2 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:30:00,145,5914,UConn,Boston College,Hockey East Conference Game,5,3,Home Team,Away Team,home/away game,UConn,UConn,XL Center,9000.0,200x85,Map,85,0.6571111111111111
4420,February 2 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:27:00,142,3498,Vermont,Providence,Hockey East Conference Game,2,2,Tie,Tie,home/away game,Vermont,Vermont,Gutterson Fieldhouse,4003.0,200x90,Map,90,0.8738446165375968
4421,February 2 2018,Friday,1900-01-01 19:37:00,1900-01-01 22:10:00,153,5800,Michigan,Wisconsin,Big Ten Conference Game,5,3,Home Team,Away Team,home/away game,Michigan,Michigan,Yost Ice Arena,5800.0,200x85,Map,85,1.0
4422,February 2 2018,Friday,1900-01-01 19:35:00,1900-01-01 21:40:00,125,2526,Dartmouth,Harvard,ECAC Hockey Conference Game,1,4,Away Team,Home Team,home/away game,Dartmouth,Dartmouth,Thompson Arena,4500.0,200x90,Map,90,0.5613333333333334
4423,February 2 2018,Friday,1900-01-01 19:35:00,1900-01-01 22:00:00,145,4124,Maine,Merrimack,Hockey East Conference Game,4,3,Home Team,Away Team,home/away game,Maine,Maine,Alfond Arena,5641.0,200x85,Map,85,0.7310760503456833
4424,February 2 2018,Friday,1900-01-01 19:35:00,1900-01-01 21:57:00,142,908,Canisius,Holy Cross,Atlantic Hockey Conference Game,1,5,Away Team,Home Team,home/away game,Canisius,Canisius,Harborcenter,1800.0,200x85,Map,85,0.5044444444444445
4425,February 2 2018,Friday,1900-01-01 19:35:00,1900-01-01 22:10:00,155,2561,Miami,Western Michigan,National Collegiate Hockey Conference Conference Game,4,2,Home Team,Away Team,home/away game,Miami,Miami,Goggin Ice Center (Steve Cady Rink),3642.0,200x85,Map,85,0.7031850631521143
4426,February 2 2018,Friday,1900-01-01 19:37:00,1900-01-01 22:07:00,150,3086,Bowling Green,Michigan Tech,WCHA Conference Game,7,2,Home Team,Away Team,home/away game,Bowling Green,Bowling Green,Slater Family Ice Arena,5000.0,200x85,Map,85,0.6172
4427,February 2 2018,Friday,1900-01-01 19:07:00,1900-01-01 21:18:00,131,3017,Bemidji State,Lake Superior State,WCHA Conference Game,0,2,Away Team,Home Team,home/away game,Bemidji State,Bemidji State,Sanford Center,4373.0,200x85,Map,85,0.6899153898925223
4428,February 2 2018,Friday,1900-01-01 19:07:00,1900-01-01 21:18:00,131,3753,Minnesota State,Alaska Anchorage,WCHA Conference Game,7,1,Home Team,Away Team,home/away game,Minnesota State,Minnesota State,Verizon Wireless Center,5280.0,200x90,Map,90,0.7107954545454546
4429,February 2 2018,Friday,1900-01-01 19:37:00,1900-01-01 22:00:00,143,3626,St. Cloud State,Omaha,National Collegiate Hockey Conference Conference Game,5,3,Home Team,Away Team,home/away game,St. Cloud State,St. Cloud State,Herb Brooks National Hockey Center,5159.0,200x100,Map,100,0.7028493894165536
4430,February 2 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,2236,Air Force,American International,Atlantic Hockey Conference Game,3,0,Home Team,Away Team,home/away game,Air Force,Air Force,Cadet Ice Arena,2470.0,200x85,Map,85,0.9052631578947369
4431,February 2 2018,Friday,1900-01-01 19:05:00,1900-01-01 21:29:00,144,5564,Denver,Minnesota Duluth,National Collegiate Hockey Conference Conference Game,1,0,Home Team,Away Team,home/away game,Denver,Denver,Magness Arena,6026.0,200x85,Map,85,0.9233322270162628
4432,February 2 2018,Friday,1900-01-01 19:07:00,1900-01-01 21:17:00,130,2232,Alaska,Ferris State,WCHA Conference Game,4,2,Home Team,Away Team,home/away game,Alaska,Alaska,Carlson Center,4595.0,200x100,Map,100,0.48574537540805224
4433,February 3 2018,Saturday,1900-01-01 14:05:00,1900-01-01 16:13:00,128,327,Sacred Heart,Robert Morris,Atlantic Hockey Conference Game,1,3,Away Team,Home Team,home/away game,Sacred Heart,Sacred Heart,Webster Bank Arena,8525.0,200x85,Map,85,0.03835777126099707
4434,February 3 2018,Saturday,1900-01-01 14:07:00,1900-01-01 16:25:00,138,1718,Alabama Huntsville,Northern Michigan,WCHA Conference Game,3,4,Away Team,Home Team,home/away game,Alabama Huntsville,Alabama Huntsville,Von Braun Center,6600.0,200x85,Map,85,0.2603030303030303
4435,February 3 2018,Saturday,1900-01-01 16:07:00,1900-01-01 18:40:00,153,6221,Penn State,Notre Dame,Big Ten Conference Game,2,2,Tie,Tie,home/away game,Penn State,Penn State,Pegula Ice Arena,5704.0,200x85,Map,85,1.0906381486676018
4436,February 3 2018,Saturday,1900-01-01 16:35:00,1900-01-01 18:58:00,143,957,Canisius,Holy Cross,Atlantic Hockey Conference Game,5,2,Home Team,Away Team,home/away game,Canisius,Canisius,Harborcenter,1800.0,200x85,Map,85,0.5316666666666666
4437,February 3 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:24:00,139,8062,Ohio State,Michigan State,Big Ten Conference Game,3,6,Away Team,Home Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.4606857142857143
4438,February 3 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,1318,Colgate,Union,ECAC Hockey Conference Game,1,3,Away Team,Home Team,home/away game,Colgate,Colgate,Class of 1965 Arena,2100.0,200x85,Map,85,0.6276190476190476
4439,February 3 2018,Saturday,1900-01-01 19:03:00,1900-01-01 21:16:00,133,4267,Cornell,Rensselaer,ECAC Hockey Conference Game,1,2,Away Team,Home Team,home/away game,Cornell,Cornell,Lynah Rink,4300.0,200x85,Map,85,0.9923255813953489
4440,February 3 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:12:00,132,2284,Princeton,Clarkson,ECAC Hockey Conference Game,4,3,Home Team,Away Team,home/away game,Princeton,Princeton,Hobey Baker Rink,2100.0,200x85,Map,85,1.0876190476190477
4441,February 3 2018,Saturday,1900-01-01 19:04:00,1900-01-01 21:18:00,134,3176,Quinnipiac,St. Lawrence,ECAC Hockey Conference Game,5,2,Home Team,Away Team,home/away game,Quinnipiac,Quinnipiac,People's United Center,3286.0,200x85,Map,85,0.9665246500304321
4442,February 3 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:25:00,140,4512,Maine,Merrimack,Hockey East Conference Game,2,3,Away Team,Home Team,home/away game,Maine,Maine,Alfond Arena,5641.0,200x85,Map,85,0.7998581811735508
4443,February 3 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:26:00,146,4617,New Hampshire,Massachusetts,Hockey East Conference Game,3,1,Home Team,Away Team,home/away game,New Hampshire,New Hampshire,Whittemore Center,6501.0,200x100,Map,100,0.7101984310106138
4444,February 3 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:13:00,133,1279,Brown,UConn,Non-Conference Game,4,6,Away Team,Home Team,home/away game,Brown,Brown,Meehan Auditorium,2495.0,200x85,Map,85,0.512625250501002
4445,February 3 2018,Saturday,1900-01-01 19:00:00,1900-01-01 21:18:00,138,3219,Yale,Arizona State,Non-Conference Game,4,3,Home Team,Away Team,home/away game,Yale,Yale,Ingalls Rink,3500.0,200x85,Map,85,0.9197142857142857
4446,February 3 2018,Saturday,1900-01-01 17:05:00,1900-01-01 19:29:00,144,2153,Air Force,American International,Atlantic Hockey Conference Game,2,2,Tie,Tie,home/away game,Air Force,Air Force,Cadet Ice Arena,2470.0,200x85,Map,85,0.8716599190283401
4447,February 3 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:37:00,152,2540,Army West Point,Niagara,Atlantic Hockey Conference Game,1,1,Tie,Tie,home/away game,Army West Point,Army West Point,Tate Rink,2648.0,200x90,Map,90,0.959214501510574
4448,February 3 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:24:00,139,2339,RIT,Bentley,Atlantic Hockey Conference Game,2,5,Away Team,Home Team,home/away game,RIT,RIT,Gene Polisseni Center,4300.0,200x85,Map,85,0.543953488372093
4449,February 3 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:28:00,143,3543,Vermont,Providence,Hockey East Conference Game,4,3,Home Team,Away Team,home/away game,Vermont,Vermont,Gutterson Fieldhouse,4003.0,200x90,Map,90,0.8850861853609793
4450,February 3 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:35:00,150,2383,Miami,Western Michigan,National Collegiate Hockey Conference Conference Game,2,3,Away Team,Home Team,home/away game,Miami,Miami,Goggin Ice Center (Steve Cady Rink),3642.0,200x85,Map,85,0.6543108182317408
4451,February 3 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:37:00,150,4175,Bowling Green,Michigan Tech,WCHA Conference Game,0,4,Away Team,Home Team,home/away game,Bowling Green,Bowling Green,Slater Family Ice Arena,5000.0,200x85,Map,85,0.835
4452,February 3 2018,Saturday,1900-01-01 19:37:00,1900-01-01 22:04:00,147,5800,Michigan,Wisconsin,Big Ten Conference Game,2,4,Away Team,Home Team,home/away game,Michigan,Michigan,Yost Ice Arena,5800.0,200x85,Map,85,1.0
4453,February 3 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:34:00,147,4172,St. Cloud State,Omaha,National Collegiate Hockey Conference Conference Game,6,2,Home Team,Away Team,home/away game,St. Cloud State,St. Cloud State,Herb Brooks National Hockey Center,5159.0,200x100,Map,100,0.8086838534599728
4454,February 3 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:24:00,137,3252,Bemidji State,Lake Superior State,WCHA Conference Game,0,2,Away Team,Home Team,home/away game,Bemidji State,Bemidji State,Sanford Center,4373.0,200x85,Map,85,0.7436542419391722
4455,February 3 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:20:00,133,4207,Minnesota State,Alaska Anchorage,WCHA Conference Game,4,3,Home Team,Away Team,home/away game,Minnesota State,Minnesota State,Verizon Wireless Center,5280.0,200x90,Map,90,0.796780303030303
4456,February 3 2018,Saturday,1900-01-01 19:05:00,1900-01-01 21:32:00,147,6200,Denver,Minnesota Duluth,National Collegiate Hockey Conference Conference Game,4,3,Home Team,Away Team,home/away game,Denver,Denver,Magness Arena,6026.0,200x85,Map,85,1.0288748755393295
4457,February 3 2018,Saturday,1900-01-01 19:07:00,1900-01-01 21:21:00,134,2472,Alaska,Ferris State,WCHA Conference Game,4,1,Home Team,Away Team,home/away game,Alaska,Alaska,Carlson Center,4595.0,200x100,Map,100,0.5379760609357997
4458,February 4 2018,Sunday,1900-01-01 14:07:00,1900-01-01 16:22:00,135,1017,Alabama Huntsville,Northern Michigan,WCHA Conference Game,4,2,Home Team,Away Team,home/away game,Alabama Huntsville,Alabama Huntsville,Von Braun Center,6600.0,200x85,Map,85,0.15409090909090908
