,Date,homeTeam,awayTeam,gameType,winner,loser,homeadjustedgoalsallowed,homeshotsonGoal,awayadjustedgoalsallowed,awayshotsonGoal,0,hockeySeason,GF,GA,SOG,SOGA,Team,Wins,Losses,Ties,Total,Season Game,Season Wins,Winning %,Season GF,Season SOG,Season GA,Season SOGA,Season GD,Season SOGD,Goals Per Game (mean),SOG per Game (mean),SOGA per Game (mean),Total Goals Per Game (mean),Expected Winning %,Error,Expected Winning GF/GA
1057,2015-03-06,STC,DEN,home/away,DEN,STC,3,42,2,24,100.0,2014-2015 Season,2,3,42,24,STC,0,1,0,1,17,10,0.5882352941176471,51,589,31,443,20,146,3.0,34.64705882352941,26.058823529411764,4.823529411764706,0.7439024390243902,-0.15566714490674316,0.7302077484559236
1077,2015-03-07,STC,DEN,home/away,STC,DEN,2,20,3,37,100.0,2014-2015 Season,3,2,20,37,STC,1,0,0,1,18,11,0.6111111111111112,54,609,33,480,21,129,3.0,33.833333333333336,26.666666666666668,4.833333333333333,0.7413793103448276,-0.13026819923371646,0.7280898876404495
1193,2015-10-03,STC,ALB,home/away,STC,ALB,2,25,6,34,100.0,2015-2016 Season,6,2,25,34,STC,1,0,0,1,1,1,1.0,6,25,2,34,4,-9,6.0,25.0,34.0,8.0,1.0,0.0,0.9
1286,2015-10-16,STC,MNS,home/away,STC,MNS,0,33,4,30,100.0,2015-2016 Season,4,0,33,30,STC,1,0,0,1,2,2,1.0,10,58,2,64,8,-6,5.0,29.0,32.0,6.0,1.1666666666666665,-0.16666666666666652,0.9615384615384616
1305,2015-10-17,STC,MNS,home/away,STC,MNS,0,24,2,24,100.0,2015-2016 Season,2,0,24,24,STC,1,0,0,1,3,3,1.0,12,82,2,88,10,-6,4.0,27.333333333333332,29.333333333333332,4.666666666666667,1.2142857142857144,-0.2142857142857144,0.972972972972973
1388,2015-10-30,STC,MIA,home/away,STC,MIA,0,40,3,15,100.0,2015-2016 Season,3,0,40,15,STC,1,0,0,1,4,4,1.0,15,122,2,103,13,19,3.75,30.5,25.75,4.25,1.2647058823529411,-0.2647058823529411,0.982532751091703
1412,2015-10-31,STC,MIA,home/away,STC,MIA,1,25,3,34,100.0,2015-2016 Season,3,1,25,34,STC,1,0,0,1,5,5,1.0,18,147,3,137,15,10,3.6,29.4,27.4,4.2,1.2142857142857144,-0.2142857142857144,0.972972972972973
1542,2015-11-20,STC,NDK,home/away,NDK,STC,4,38,3,26,100.0,2015-2016 Season,3,4,38,26,STC,0,1,0,1,6,5,0.8333333333333334,21,185,7,163,14,22,3.5,30.833333333333332,27.166666666666668,4.666666666666667,1.0,-0.16666666666666663,0.9
1565,2015-11-21,STC,NDK,home/away,STC,NDK,1,21,6,29,100.0,2015-2016 Season,6,1,21,29,STC,1,0,0,1,7,6,0.8571428571428571,27,206,8,192,19,14,3.857142857142857,29.428571428571427,27.428571428571427,5.0,1.0428571428571427,-0.1857142857142856,0.9192938209331651
1644,2015-12-04,STC,UNO,home/away,STC,UNO,1,26,4,27,100.0,2015-2016 Season,4,1,26,27,STC,1,0,0,1,8,7,0.875,31,232,9,219,22,13,3.875,29.0,27.375,5.0,1.05,-0.17500000000000004,0.9222648752399232
1673,2015-12-05,STC,UNO,home/away,UNO,STC,7,33,2,35,100.0,2015-2016 Season,2,7,33,35,STC,0,1,0,1,9,7,0.7777777777777778,33,265,16,254,17,11,3.6666666666666665,29.444444444444443,28.22222222222222,5.444444444444445,0.846938775510204,-0.06916099773242623,0.8096654275092937
1758,2016-01-01,STC,ASU,home/away,STC,ASU,1,46,6,24,100.0,2015-2016 Season,6,1,46,24,STC,1,0,0,1,10,8,0.8,39,311,17,278,22,33,3.9,31.1,27.8,5.6,0.8928571428571428,-0.09285714285714275,0.8403314917127072
1774,2016-01-02,STC,ASU,home/away,STC,ASU,0,51,7,29,100.0,2015-2016 Season,7,0,51,29,STC,1,0,0,1,11,9,0.8181818181818182,46,362,17,307,29,55,4.181818181818182,32.90909090909091,27.90909090909091,5.7272727272727275,0.9603174603174602,-0.142135642135642,0.8798336798336799
1786,2016-01-03,STC,U18,home/away,U18,STC,7,35,6,35,100.0,2015-2016 Season,6,7,35,35,STC,0,1,0,1,12,9,0.75,52,397,24,342,28,55,4.333333333333333,33.083333333333336,28.5,6.333333333333333,0.868421052631579,-0.11842105263157898,0.824390243902439
1819,2016-01-08,STC,CC,home/away,STC,CC,1,36,2,27,100.0,2015-2016 Season,2,1,36,27,STC,1,0,0,1,13,10,0.7692307692307693,54,433,25,369,29,64,4.153846153846154,33.30769230769231,28.384615384615383,6.076923076923077,0.8670886075949367,-0.0978578383641674,0.8234961875176504
1840,2016-01-09,STC,CC,home/away,CC,STC,5,49,2,22,100.0,2015-2016 Season,2,5,49,22,STC,0,1,0,1,14,10,0.7142857142857143,56,482,30,391,26,91,4.0,34.42857142857143,27.928571428571427,6.142857142857143,0.8023255813953488,-0.08803986710963452,0.7770069375619425
1926,2016-01-22,STC,WMU,home/away,STC,WMU,2,31,8,36,100.0,2015-2016 Season,8,2,31,36,STC,1,0,0,1,15,11,0.7333333333333333,64,513,32,427,32,86,4.266666666666667,34.2,28.466666666666665,6.4,0.8333333333333333,-0.09999999999999998,0.8
1952,2016-01-23,STC,WMU,home/away,STC,WMU,3,32,7,28,100.0,2015-2016 Season,7,3,32,28,STC,1,0,0,1,16,12,0.75,71,545,35,455,36,90,4.4375,34.0625,28.4375,6.625,0.8396226415094339,-0.08962264150943389,0.8045004787743377
1987,2016-01-30,STC,MNS,Tournament Game,STC,MNS,4,22,5,33,,2015-2016 Season,5,4,22,33,STC,1,0,0,1,17,13,0.7647058823529411,76,567,39,488,37,79,4.470588235294118,33.35294117647059,28.705882352941178,6.764705882352941,0.8217391304347825,-0.0570332480818414,0.7915581745922982
2205,2016-02-26,STC,MND,home/away,MND,STC,3,50,1,35,100.0,2015-2016 Season,1,3,50,35,STC,0,1,0,1,18,13,0.7222222222222222,77,617,42,523,35,94,4.277777777777778,34.27777777777778,29.055555555555557,6.611111111111111,0.7941176470588236,-0.07189542483660138,0.7707006369426752
2230,2016-02-27,STC,MND,home/away,MND,STC,2,26,1,27,100.0,2015-2016 Season,1,2,26,27,STC,0,1,0,1,19,13,0.6842105263157895,78,643,44,550,34,93,4.105263157894737,33.8421052631579,28.94736842105263,6.421052631578948,0.7786885245901639,-0.09447799827437442,0.7586034912718205
2306,2016-03-11,STC,WMU,home/away,STC,WMU,3,45,4,30,100.0,2015-2016 Season,4,3,45,30,STC,1,0,0,1,20,14,0.7,82,688,47,580,35,108,4.1,34.4,29.0,6.45,0.7713178294573644,-0.07131782945736442,0.7527146535318482
2328,2016-03-12,STC,WMU,home/away,STC,WMU,2,44,3,25,100.0,2015-2016 Season,3,2,44,25,STC,1,0,0,1,21,15,0.7142857142857143,85,732,49,605,36,127,4.0476190476190474,34.857142857142854,28.80952380952381,6.380952380952381,0.7686567164179104,-0.054371002132196145,0.750571369208394
2351,2016-03-18,STC,DEN,Tournament Game,STC,DEN,2,16,3,19,,2015-2016 Season,3,2,16,19,STC,1,0,0,1,22,16,0.7272727272727273,88,748,51,624,37,124,4.0,34.0,28.363636363636363,6.318181818181818,0.7661870503597122,-0.03891432308698495,0.7485741904301595
2358,2016-03-19,STC,MND,Tournament Game,STC,MND,1,18,3,34,,2015-2016 Season,3,1,18,34,STC,1,0,0,1,23,17,0.7391304347826086,91,766,52,658,39,108,3.9565217391304346,33.30434782608695,28.608695652173914,6.217391304347826,0.7727272727272727,-0.03359683794466406,0.7538461538461538
2363,2016-03-26,STC,FSU,Tournament Game,FSU,STC,5,33,4,31,,2015-2016 Season,4,5,33,31,STC,0,1,0,1,24,17,0.7083333333333334,95,799,57,689,38,110,3.9583333333333335,33.291666666666664,28.708333333333332,6.333333333333333,0.75,-0.04166666666666663,0.7352941176470589
2418,2016-10-02,STC,REG,home/away,STC,REG,2,30,6,17,100.0,2016-2017 Season,6,2,30,17,STC,1,0,0,1,1,1,1.0,6,30,2,17,4,13,6.0,30.0,17.0,8.0,1.0,0.0,0.9
2557,2016-10-22,STC,MIN,home/away,STC,MIN,2,33,3,31,100.0,2016-2017 Season,3,2,33,31,STC,1,0,0,1,2,2,1.0,9,63,4,48,5,15,4.5,31.5,24.0,6.5,0.8846153846153846,0.11538461538461542,0.8350515463917526
2590,2016-10-28,STC,ALH,home/away,STC,ALH,1,53,5,16,100.0,2016-2017 Season,5,1,53,16,STC,1,0,0,1,3,3,1.0,14,116,5,64,9,52,4.666666666666667,38.666666666666664,21.333333333333332,6.333333333333333,0.9736842105263157,0.026315789473684292,0.8868778280542986
2613,2016-10-29,STC,ALH,home/away,STC,ALH,2,29,5,12,100.0,2016-2017 Season,5,2,29,12,STC,1,0,0,1,4,4,1.0,19,145,7,76,12,69,4.75,36.25,19.0,6.5,0.9615384615384616,0.038461538461538436,0.8804878048780488
2646,2016-11-04,STC,MND,home/away,MND,STC,4,28,3,31,100.0,2016-2017 Season,3,4,28,31,STC,0,1,0,1,5,4,0.8,22,173,11,107,11,66,4.4,34.6,21.4,6.6,0.8333333333333333,-0.033333333333333215,0.8
2668,2016-11-05,STC,MND,home/away,MND,STC,4,34,3,32,100.0,2016-2017 Season,3,4,34,32,STC,0,1,0,1,6,4,0.6666666666666666,25,207,15,139,10,68,4.166666666666667,34.5,23.166666666666668,6.666666666666667,0.75,-0.08333333333333337,0.7352941176470589
2757,2016-11-18,STC,NDK,home/away,NDK,STC,4,26,0,40,100.0,2016-2017 Season,0,4,26,40,STC,0,1,0,1,7,4,0.5714285714285714,25,233,19,179,6,54,3.5714285714285716,33.285714285714285,25.571428571428573,6.285714285714286,0.6363636363636364,-0.06493506493506496,0.6338742393509128
2775,2016-11-19,STC,NDK,home/away,NDK,STC,3,36,0,36,100.0,2016-2017 Season,0,3,36,36,STC,0,1,0,1,8,4,0.5,25,269,22,215,3,54,3.125,33.625,26.875,5.875,0.5638297872340425,-0.06382978723404253,0.563570784490532
2901,2016-12-09,STC,UNO,home/away,UNO,STC,3,41,1,24,100.0,2016-2017 Season,1,3,41,24,STC,0,1,0,1,9,4,0.4444444444444444,26,310,25,239,1,71,2.888888888888889,34.44444444444444,26.555555555555557,5.666666666666667,0.5196078431372549,-0.07516339869281052,0.5196003074558032
2925,2016-12-10,STC,UNO,home/away,STC,UNO,2,36,4,24,100.0,2016-2017 Season,4,2,36,24,STC,1,0,0,1,10,5,0.5,30,346,27,263,3,83,3.0,34.6,26.3,5.7,0.5526315789473684,-0.05263157894736836,0.5524861878453039
3128,2017-01-20,STC,DEN,home/away,STC,DEN,2,43,3,26,100.0,2016-2017 Season,3,2,43,26,STC,1,0,0,1,11,6,0.5454545454545454,33,389,29,289,4,100,3.0,35.36363636363637,26.272727272727273,5.636363636363637,0.564516129032258,-0.019061583577712593,0.5642487046632124
3153,2017-01-21,STC,DEN,home/away,DEN,STC,3,38,1,38,100.0,2016-2017 Season,1,3,38,38,STC,0,1,0,1,12,6,0.5,34,427,32,327,2,100,2.8333333333333335,35.583333333333336,27.25,5.5,0.5303030303030303,-0.030303030303030276,0.5302752293577981
3206,2017-01-28,STC,MND,Tournament Game,MND,STC,2,32,1,34,,2016-2017 Season,1,2,32,34,STC,0,1,0,1,13,6,0.46153846153846156,35,459,34,361,1,98,2.6923076923076925,35.30769230769231,27.76923076923077,5.3076923076923075,0.5144927536231884,-0.052954292084726795,0.5144897102057959
3290,2017-02-10,STC,MIA,home/away,STC,MIA,2,30,3,32,100.0,2016-2017 Season,3,2,30,32,STC,1,0,0,1,14,7,0.5,38,489,36,393,2,96,2.7142857142857144,34.92857142857143,28.071428571428573,5.285714285714286,0.527027027027027,-0.027027027027026973,0.527007299270073
3314,2017-02-11,STC,MIA,home/away,STC,MIA,1,36,2,20,100.0,2016-2017 Season,2,1,36,20,STC,1,0,0,1,15,8,0.5333333333333333,40,525,37,413,3,112,2.6666666666666665,35.0,27.533333333333335,5.133333333333334,0.538961038961039,-0.005627705627705648,0.5389019872010778
3453,2017-03-03,STC,CC,home/away,STC,CC,2,34,5,32,100.0,2016-2017 Season,5,2,34,32,STC,1,0,0,1,16,9,0.5625,45,559,39,445,6,114,2.8125,34.9375,27.8125,5.25,0.5714285714285714,-0.008928571428571397,0.5710659898477157
3472,2017-03-04,STC,CC,home/away,CC,STC,2,26,1,20,100.0,2016-2017 Season,1,2,26,20,STC,0,1,0,1,17,9,0.5294117647058824,46,585,41,465,5,120,2.7058823529411766,34.411764705882355,27.352941176470587,5.117647058823529,0.5574712643678161,-0.028059499661933773,0.5572820647879905
3581,2017-09-30,STC,REG,home/away,STC,REG,0,53,8,25,100.0,2017-2018 Season,8,0,53,25,STC,1,0,0,1,1,1,1.0,8,53,0,25,8,28,8.0,53.0,25.0,8.0,1.5,-0.5,1.0
3668,2017-10-13,STC,AKF,home/away,STC,AKF,3,42,5,25,100.0,2017-2018 Season,5,3,42,25,STC,1,0,0,1,2,2,1.0,13,95,3,50,10,45,6.5,47.5,25.0,8.0,1.125,-0.125,0.949438202247191
3690,2017-10-14,STC,AKF,home/away,STC,AKF,4,34,5,26,100.0,2017-2018 Season,5,4,34,26,STC,1,0,0,1,3,3,1.0,18,129,7,76,11,53,6.0,43.0,25.333333333333332,8.333333333333334,0.94,0.06000000000000005,0.868632707774799
3723,2017-10-20,STC,BC,home/away,STC,BC,2,47,4,20,100.0,2017-2018 Season,4,2,47,20,STC,1,0,0,1,4,4,1.0,22,176,9,96,13,80,5.5,44.0,24.0,7.75,0.9193548387096775,0.08064516129032251,0.856637168141593
3748,2017-10-21,STC,BC,home/away,STC,BC,1,24,3,37,100.0,2017-2018 Season,3,1,24,37,STC,1,0,0,1,5,5,1.0,25,200,10,133,15,67,5.0,40.0,26.6,7.0,0.9285714285714286,0.0714285714285714,0.8620689655172413
3831,2017-11-03,STC,MND,home/away,STC,MND,3,34,4,28,100.0,2017-2018 Season,4,3,34,28,STC,1,0,0,1,6,6,1.0,29,234,13,161,16,73,4.833333333333333,39.0,26.833333333333332,7.0,0.8809523809523809,0.11904761904761907,0.8326732673267326
3839,2017-11-04,STC,MND,home/away,STC,MND,0,26,5,29,100.0,2017-2018 Season,5,0,26,29,STC,1,0,0,1,7,7,1.0,34,260,13,190,21,70,4.857142857142857,37.142857142857146,27.142857142857142,6.714285714285714,0.9468085106382979,0.05319148936170215,0.8724528301886793
3942,2017-11-17,STC,CC,home/away,STC,CC,1,46,6,22,100.0,2017-2018 Season,6,1,46,22,STC,1,0,0,1,8,8,1.0,40,306,14,212,26,94,5.0,38.25,26.5,6.75,0.9814814814814814,0.0185185185185186,0.89086859688196
3965,2017-11-18,STC,CC,home/away,STC,CC,1,39,4,23,100.0,2017-2018 Season,4,1,39,23,STC,1,0,0,1,9,9,1.0,44,345,15,235,29,110,4.888888888888889,38.333333333333336,26.11111111111111,6.555555555555555,0.9915254237288136,0.008474576271186418,0.895881536325775
4094,2017-12-08,STC,NDK,home/away,Tie,Tie,2,33,2,32,100.0,2017-2018 Season,2,2,33,32,STC,0,0,1,1,10,9,0.9,46,378,17,267,29,111,4.6,37.8,26.7,6.3,0.9603174603174602,-0.060317460317460214,0.8798336798336799
4119,2017-12-09,STC,NDK,home/away,STC,NDK,1,18,3,35,100.0,2017-2018 Season,3,1,18,35,STC,1,0,0,1,11,10,0.9090909090909091,49,396,18,302,31,94,4.454545454545454,36.0,27.454545454545453,6.090909090909091,0.9626865671641791,-0.05359565807327005,0.8811009174311927
4227,2018-01-06,STC,MIN,home/away,STC,MIN,2,34,5,23,100.0,2017-2018 Season,5,2,34,23,STC,1,0,0,1,12,11,0.9166666666666666,54,430,20,325,34,105,4.5,35.833333333333336,27.083333333333332,6.166666666666667,0.9594594594594594,-0.0427927927927928,0.879372738238842
4263,2018-01-12,STC,WMU,home/away,WMU,STC,5,31,5,28,100.0,2017-2018 Season,5,5,31,28,STC,0,1,0,1,13,11,0.8461538461538461,59,461,25,353,34,108,4.538461538461538,35.46153846153846,27.153846153846153,6.461538461538462,0.9047619047619048,-0.05860805860805862,0.8477837311251827
4288,2018-01-13,STC,WMU,home/away,STC,WMU,3,40,4,16,100.0,2017-2018 Season,4,3,40,16,STC,1,0,0,1,14,12,0.8571428571428571,63,501,28,369,35,132,4.5,35.785714285714285,26.357142857142858,6.5,0.8846153846153846,-0.027472527472527486,0.8350515463917526
4325,2018-01-20,STC,MNS,home/away,MNS,STC,4,30,2,26,100.0,2017-2018 Season,2,4,30,26,STC,0,1,0,1,15,12,0.8,65,531,32,395,33,136,4.333333333333333,35.4,26.333333333333332,6.466666666666667,0.8402061855670103,-0.04020618556701028,0.8049152219470376
4429,2018-02-02,STC,UNO,home/away,STC,UNO,3,42,4,18,100.0,2017-2018 Season,4,3,42,18,STC,1,0,0,1,16,13,0.8125,69,573,35,413,34,160,4.3125,35.8125,25.8125,6.5,0.8269230769230769,-0.014423076923076872,0.7953558302706315
4453,2018-02-03,STC,UNO,home/away,STC,UNO,2,41,6,26,100.0,2017-2018 Season,6,2,41,26,STC,1,0,0,1,17,14,0.8235294117647058,75,614,37,439,38,175,4.411764705882353,36.11764705882353,25.823529411764707,6.588235294117647,0.8392857142857143,-0.01575630252100846,0.8042607949671147
4593,2018-02-23,STC,DEN,home/away,Tie,Tie,1,20,1,26,100.0,2017-2018 Season,1,1,20,26,STC,0,0,1,1,18,14,0.7777777777777778,76,634,38,465,38,169,4.222222222222222,35.22222222222222,25.833333333333332,6.333333333333333,0.8333333333333333,-0.05555555555555547,0.8
4620,2018-02-24,STC,DEN,home/away,STC,DEN,2,33,3,27,100.0,2017-2018 Season,3,2,33,27,STC,1,0,0,1,19,15,0.7894736842105263,79,667,40,492,39,175,4.157894736842105,35.10526315789474,25.894736842105264,6.2631578947368425,0.8277310924369747,-0.03825740822644841,0.7959443948475959
4688,2018-03-09,STC,MIA,home/away,STC,MIA,2,29,4,26,100.0,2017-2018 Season,4,2,29,26,STC,1,0,0,1,20,16,0.8,83,696,42,518,41,178,4.15,34.8,25.9,6.25,0.8280000000000001,-0.028000000000000025,0.7961400670287762
4707,2018-03-10,STC,MIA,home/away,MIA,STC,3,32,2,20,100.0,2017-2018 Season,2,3,32,20,STC,0,1,0,1,21,16,0.7619047619047619,85,728,45,538,40,190,4.0476190476190474,34.666666666666664,25.61904761904762,6.190476190476191,0.8076923076923077,-0.04578754578754585,0.7810810810810811
4716,2018-03-11,STC,MIA,home/away,STC,MIA,3,42,4,22,100.0,2017-2018 Season,4,3,42,22,STC,1,0,0,1,22,17,0.7727272727272727,89,770,48,560,41,210,4.045454545454546,35.0,25.454545454545453,6.2272727272727275,0.7992700729927007,-0.02654280026542799,0.7746699266503667
4721,2018-03-16,STC,NDK,Tournament Game,STC,NDK,2,34,3,23,,2017-2018 Season,3,2,34,23,STC,1,0,0,1,23,18,0.782608695652174,92,804,50,583,42,221,4.0,34.95652173913044,25.347826086956523,6.173913043478261,0.795774647887324,-0.013165952235150047,0.7719810288215979
4732,2018-03-17,STC,DEN,Tournament Game,DEN,STC,4,29,1,27,,2017-2018 Season,1,4,29,27,STC,0,1,0,1,24,18,0.75,93,833,54,610,39,223,3.875,34.708333333333336,25.416666666666668,6.125,0.7653061224489797,-0.015306122448979664,0.7478599221789883
4734,2018-03-23,STC,AFA,Tournament Game,AFA,STC,2,40,1,26,,2017-2018 Season,1,2,40,26,STC,0,1,0,1,25,18,0.72,94,873,56,636,38,237,3.76,34.92,25.44,6.0,0.7533333333333334,-0.03333333333333344,0.7380554627464083
4786,2018-10-07,STC,MTR,home/away,STC,MTR,2,40,6,17,100.0,2018-2019 Season,6,2,40,17,STC,1,0,0,1,1,1,1.0,6,40,2,17,4,23,6.0,40.0,17.0,8.0,1.0,0.0,0.9
4865,2018-10-19,STC,NMU,home/away,STC,NMU,1,33,4,21,100.0,2018-2019 Season,4,1,33,21,STC,1,0,0,1,2,2,1.0,10,73,3,38,7,35,5.0,36.5,19.0,6.5,1.0384615384615383,-0.038461538461538325,0.9174311926605505
4884,2018-10-20,STC,NMU,home/away,STC,NMU,0,31,5,10,100.0,2018-2019 Season,5,0,31,10,STC,1,0,0,1,3,3,1.0,15,104,3,48,12,56,5.0,34.666666666666664,16.0,6.0,1.1666666666666665,-0.16666666666666652,0.9615384615384616
5023,2018-11-09,STC,DEN,home/away,STC,DEN,3,39,4,24,100.0,2018-2019 Season,4,3,39,24,STC,1,0,0,1,4,4,1.0,19,143,6,72,13,71,4.75,35.75,18.0,6.25,1.02,-0.020000000000000018,0.9093198992443325
5044,2018-11-10,STC,DEN,home/away,STC,DEN,3,41,4,18,100.0,2018-2019 Season,4,3,41,18,STC,1,0,0,1,5,5,1.0,23,184,9,90,14,94,4.6,36.8,18.0,6.4,0.9375,0.0625,0.8672131147540983
5079,2018-11-16,STC,BMJ,home/away,STC,BMJ,0,21,1,32,100.0,2018-2019 Season,1,0,21,32,STC,1,0,0,1,6,6,1.0,24,205,9,122,15,83,4.0,34.166666666666664,20.333333333333332,5.5,0.9545454545454546,0.045454545454545414,0.8767123287671232
5099,2018-11-17,STC,BMJ,home/away,STC,BMJ,4,32,7,24,100.0,2018-2019 Season,7,4,32,24,STC,1,0,0,1,7,7,1.0,31,237,13,146,18,91,4.428571428571429,33.857142857142854,20.857142857142858,6.285714285714286,0.9090909090909092,0.09090909090909083,0.8504424778761062
5224,2018-12-07,STC,UNO,home/away,STC,UNO,0,38,2,18,100.0,2018-2019 Season,2,0,38,18,STC,1,0,0,1,8,8,1.0,33,275,13,164,20,111,4.125,34.375,20.5,5.75,0.9347826086956521,0.0652173913043479,0.8656597774244833
5245,2018-12-08,STC,UNO,home/away,STC,UNO,1,37,7,21,100.0,2018-2019 Season,7,1,37,21,STC,1,0,0,1,9,9,1.0,40,312,14,185,26,127,4.444444444444445,34.666666666666664,20.555555555555557,6.0,0.9814814814814814,0.0185185185185186,0.89086859688196
5272,2018-12-27,STC,U18,home/away,U18,STC,5,29,4,29,100.0,2018-2019 Season,4,5,29,29,STC,0,1,0,1,10,9,0.9,44,341,19,214,25,127,4.4,34.1,21.4,6.3,0.8968253968253967,0.0031746031746032743,0.8428384849804093
5445,2019-01-18,STC,WMU,home/away,STC,WMU,0,37,2,23,100.0,2018-2019 Season,2,0,37,23,STC,1,0,0,1,11,10,0.9090909090909091,46,378,19,237,27,141,4.181818181818182,34.36363636363637,21.545454545454547,5.909090909090909,0.9153846153846155,-0.0062937062937064026,0.8542591844973758
5470,2019-01-19,STC,WMU,home/away,STC,WMU,3,37,4,18,100.0,2018-2019 Season,4,3,37,18,STC,1,0,0,1,12,11,0.9166666666666666,50,415,22,255,28,160,4.166666666666667,34.583333333333336,21.25,6.0,0.8888888888888888,0.02777777777777779,0.8378016085790885
5561,2019-02-01,STC,MIA,home/away,STC,MIA,1,31,5,21,100.0,2018-2019 Season,5,1,31,21,STC,1,0,0,1,13,12,0.9230769230769231,55,446,23,276,32,170,4.230769230769231,34.30769230769231,21.23076923076923,6.0,0.9102564102564102,0.012820512820512886,0.8511536297129995
5579,2019-02-02,STC,MIA,home/away,STC,MIA,1,36,5,17,100.0,2018-2019 Season,5,1,36,17,STC,1,0,0,1,14,13,0.9285714285714286,60,482,24,293,36,189,4.285714285714286,34.42857142857143,20.928571428571427,6.0,0.9285714285714286,0.0,0.8620689655172413
5613,2019-02-08,STC,CC,home/away,Tie,Tie,2,35,2,25,100.0,2018-2019 Season,2,2,35,25,STC,0,0,1,1,15,13,0.8666666666666667,62,517,26,318,36,199,4.133333333333334,34.46666666666667,21.2,5.866666666666666,0.9090909090909092,-0.042424242424242475,0.8504424778761062
5633,2019-02-09,STC,CC,home/away,STC,CC,4,48,5,24,100.0,2018-2019 Season,5,4,48,24,STC,1,0,0,1,16,14,0.875,67,565,30,342,37,223,4.1875,35.3125,21.375,6.0625,0.8814432989690721,-0.006443298969072142,0.8329931341621822
5826,2019-03-08,STC,MND,home/away,STC,MND,3,28,4,28,100.0,2018-2019 Season,4,3,28,28,STC,1,0,0,1,17,15,0.8823529411764706,71,593,33,370,38,223,4.176470588235294,34.88235294117647,21.764705882352942,6.117647058823529,0.8653846153846154,0.016968325791855143,0.8223491027732464
5831,2019-03-09,STC,MND,home/away,STC,MND,3,25,4,25,100.0,2018-2019 Season,4,3,25,25,STC,1,0,0,1,18,16,0.8888888888888888,75,618,36,395,39,223,4.166666666666667,34.333333333333336,21.944444444444443,6.166666666666667,0.8513513513513513,0.037537537537537524,0.812743823146944
5866,2019-03-15,STC,MIA,home/away,STC,MIA,2,37,5,25,100.0,2018-2019 Season,5,2,37,25,STC,1,0,0,1,19,17,0.8947368421052632,80,655,38,420,42,235,4.2105263157894735,34.473684210526315,22.105263157894736,6.2105263157894735,0.8559322033898304,0.038804638715432715,0.815910249872514
5882,2019-03-16,STC,MIA,home/away,STC,MIA,3,45,5,21,100.0,2018-2019 Season,5,3,45,21,STC,1,0,0,1,20,18,0.9,85,700,41,441,44,259,4.25,35.0,22.05,6.3,0.8492063492063492,0.050793650793650835,0.8112508421289019
5899,2019-03-22,STC,CC,Tournament Game,STC,CC,2,27,5,33,,2018-2019 Season,5,2,27,33,STC,1,0,0,1,21,19,0.9047619047619048,90,727,43,474,47,253,4.285714285714286,34.61904761904762,22.571428571428573,6.333333333333333,0.8533834586466165,0.0513784461152883,0.8141521760981003
5910,2019-03-23,STC,MND,Tournament Game,MND,STC,3,39,2,30,,2018-2019 Season,2,3,39,30,STC,0,1,0,1,22,19,0.8636363636363636,92,766,46,504,46,262,4.181818181818182,34.81818181818182,22.90909090909091,6.2727272727272725,0.8333333333333333,0.030303030303030387,0.8
5914,2019-03-29,STC,AIC,Tournament Game,AIC,STC,2,34,1,13,,2018-2019 Season,1,2,34,13,STC,0,1,0,1,23,19,0.8260869565217391,93,800,48,517,45,283,4.043478260869565,34.78260869565217,22.47826086956522,6.130434782608695,0.8191489361702128,0.006938020351526353,0.7896466721446179
5963,2019-10-06,STC,ALB,home/away,STC,ALB,2,40,4,19,100.0,2019-2020 Season,4,2,40,19,STC,1,0,0,1,1,1,1.0,4,40,2,19,2,21,4.0,40.0,19.0,6.0,0.8333333333333333,0.16666666666666674,0.8
6083,2019-10-25,STC,NOE,home/away,NOE,STC,3,20,1,34,100.0,2019-2020 Season,1,3,20,34,STC,0,1,0,1,2,1,0.5,5,60,5,53,0,7,2.5,30.0,26.5,5.0,0.5,0.0,0.5
6100,2019-10-26,STC,NOE,home/away,STC,NOE,1,33,2,18,100.0,2019-2020 Season,2,1,33,18,STC,1,0,0,1,3,2,0.6666666666666666,7,93,6,71,1,22,2.3333333333333335,31.0,23.666666666666668,4.333333333333333,0.5769230769230769,0.08974358974358976,0.5764705882352941
6133,2019-11-01,STC,PRN,home/away,PRN,STC,5,34,3,23,100.0,2019-2020 Season,3,5,34,23,STC,0,1,0,1,4,2,0.5,10,127,11,94,-1,33,2.5,31.75,23.5,5.25,0.4523809523809524,0.047619047619047616,0.45248868778280543
6156,2019-11-02,STC,PRN,home/away,Tie,Tie,5,30,5,24,100.0,2019-2020 Season,5,5,30,24,STC,0,0,1,1,5,2,0.4,15,157,16,118,-1,39,3.0,31.4,23.6,6.2,0.467741935483871,-0.06774193548387097,0.4677754677754678
6241,2019-11-15,STC,CC,home/away,CC,STC,3,22,2,33,100.0,2019-2020 Season,2,3,22,33,STC,0,1,0,1,6,2,0.3333333333333333,17,179,19,151,-2,28,2.8333333333333335,29.833333333333332,25.166666666666668,6.0,0.4444444444444444,-0.1111111111111111,0.44461538461538463
