,Date,homeTeam,awayTeam,gameType,winner,loser,homeadjustedgoalsallowed,homeshotsonGoal,awayadjustedgoalsallowed,awayshotsonGoal,0,hockeySeason,GF,GA,SOG,SOGA,Team,Wins,Losses,Ties,Total,Season Game,Season Wins,Winning %,Season GF,Season SOG,Season GA,Season SOGA,Season GD,Season SOGD,Goals Per Game (mean),SOG per Game (mean),SOGA per Game (mean),Total Goals Per Game (mean),Expected Winning %,Error,Expected Winning GF/GA
657,2015-01-13,MRC,CNS,home/away,CNS,MRC,4,30,2,26,85.0,2014-2015 Season,4,2,26,30,CNS,1,0,0,1,31,15,0.4838709677419355,74,878,70,882,4,-4,2.3870967741935485,28.322580645161292,28.451612903225808,4.645161290322581,0.5277777777777778,-0.04390681003584229,0.5277563608326908
714,2015-01-22,NIA,CNS,home/away,CNS,NIA,3,31,1,39,85.0,2014-2015 Season,3,1,39,31,CNS,1,0,0,1,32,16,0.5,77,917,71,913,6,4,2.40625,28.65625,28.53125,4.625,0.5405405405405406,-0.04054054054054057,0.5404740200546946
753,2015-01-24,NIA,CNS,home/away,CNS,NIA,5,28,4,24,85.0,2014-2015 Season,5,4,24,28,CNS,1,0,0,1,33,17,0.5151515151515151,82,941,75,941,7,0,2.484848484848485,28.515151515151516,28.515151515151516,4.757575757575758,0.5445859872611465,-0.02943447210963135,0.5444975301643857
831,2015-02-06,RMU,CNS,home/away,RMU,CNS,1,27,2,30,85.0,2014-2015 Season,1,2,30,27,CNS,0,1,0,1,34,17,0.5,83,971,77,968,6,3,2.4411764705882355,28.558823529411764,28.470588235294116,4.705882352941177,0.5375,-0.03749999999999998,0.537447339678577
857,2015-02-07,RMU,CNS,home/away,Tie,Tie,1,30,1,45,85.0,2014-2015 Season,1,1,45,30,CNS,0,0,1,1,35,17,0.4857142857142857,84,1016,78,998,6,18,2.4,29.02857142857143,28.514285714285716,4.628571428571429,0.537037037037037,-0.05132275132275127,0.536986301369863
935,2015-02-20,MRC,CNS,home/away,CNS,MRC,3,37,2,27,85.0,2014-2015 Season,3,2,27,37,CNS,1,0,0,1,36,18,0.5,87,1043,80,1035,7,8,2.4166666666666665,28.97222222222222,28.75,4.638888888888889,0.5419161676646707,-0.041916167664670656,0.5418426515856539
1005,2015-02-27,AFA,CNS,home/away,CNS,AFA,3,22,1,30,85.0,2014-2015 Season,3,1,30,22,CNS,1,0,0,1,37,19,0.5135135135135135,90,1073,81,1057,9,16,2.4324324324324325,29.0,28.56756756756757,4.621621621621622,0.5526315789473684,-0.039118065433854876,0.5524861878453039
1021,2015-02-28,AFA,CNS,home/away,AFA,CNS,1,35,4,9,85.0,2014-2015 Season,1,4,9,35,CNS,0,1,0,1,38,19,0.5,91,1082,85,1092,6,-10,2.3947368421052633,28.473684210526315,28.736842105263158,4.631578947368421,0.5340909090909091,-0.03409090909090906,0.5340513349671095
1375,2015-10-30,SAC,CNS,home/away,CNS,SAC,2,29,0,21,85.0,2015-2016 Season,2,0,21,29,CNS,1,0,0,1,22,7,0.3181818181818182,52,595,62,699,-10,-104,2.3636363636363638,27.045454545454547,31.772727272727273,5.181818181818182,0.41228070175438597,-0.09409888357256779,0.4129505192425168
1402,2015-10-31,SAC,CNS,home/away,SAC,CNS,0,30,4,18,85.0,2015-2016 Season,0,4,18,30,CNS,0,1,0,1,23,7,0.30434782608695654,52,613,66,729,-14,-116,2.260869565217391,26.652173913043477,31.695652173913043,5.130434782608695,0.3813559322033898,-0.07700810611643327,0.3830028328611898
1488,2015-11-13,OSU,CNS,home/away,OSU,CNS,1,46,4,30,85.0,2015-2016 Season,1,4,30,46,CNS,0,1,0,1,24,7,0.2916666666666667,53,643,70,775,-17,-132,2.2083333333333335,26.791666666666668,32.291666666666664,5.125,0.3617886178861789,-0.0701219512195122,0.3643792969256713
1502,2015-11-14,OSU,CNS,home/away,OSU,CNS,4,41,5,26,85.0,2015-2016 Season,4,5,26,41,CNS,0,1,0,1,25,7,0.28,57,669,75,816,-18,-147,2.28,26.76,32.64,5.28,0.36363636363636365,-0.08363636363636362,0.3661257606490872
1646,2015-12-04,AFA,CNS,home/away,AFA,CNS,2,42,3,13,85.0,2015-2016 Season,2,3,13,42,CNS,0,1,0,1,26,7,0.2692307692307692,59,682,78,858,-19,-176,2.269230769230769,26.23076923076923,33.0,5.269230769230769,0.3613138686131387,-0.09208309938236947,0.36393099843178256
1677,2015-12-05,AFA,CNS,home/away,CNS,AFA,4,44,2,24,85.0,2015-2016 Season,4,2,24,44,CNS,1,0,0,1,27,8,0.2962962962962963,63,706,80,902,-17,-196,2.3333333333333335,26.14814814814815,33.407407407407405,5.296296296296297,0.38111888111888115,-0.08482258482258487,0.3827755810589256
1712,2015-12-12,RMU,CNS,home/away,RMU,CNS,0,46,6,34,85.0,2015-2016 Season,0,6,34,46,CNS,0,1,0,1,28,8,0.2857142857142857,63,740,86,948,-23,-208,2.25,26.428571428571427,33.857142857142854,5.321428571428571,0.34563758389261745,-0.05992329817833175,0.34923009238891334
1730,2015-12-20,MER,CNS,home/away,MER,CNS,1,42,3,19,85.0,2015-2016 Season,1,3,19,42,CNS,0,1,0,1,29,8,0.27586206896551724,64,759,89,990,-25,-231,2.206896551724138,26.17241379310345,34.13793103448276,5.275862068965517,0.3366013071895425,-0.06073923822402527,0.34085046184571854
1765,2016-01-02,AIC,CNS,home/away,AIC,CNS,1,19,3,34,85.0,2015-2016 Season,1,3,34,19,CNS,0,1,0,1,30,8,0.26666666666666666,65,793,92,1009,-27,-216,2.1666666666666665,26.433333333333334,33.63333333333333,5.233333333333333,0.3280254777070064,-0.061358811040339745,0.3329655607218851
1781,2016-01-03,AIC,CNS,home/away,Tie,Tie,1,19,1,38,85.0,2015-2016 Season,1,1,38,19,CNS,0,0,1,1,31,8,0.25806451612903225,66,831,93,1028,-27,-197,2.129032258064516,26.806451612903224,33.16129032258065,5.129032258064516,0.33018867924528306,-0.0721241631162508,0.3349480968858132
1809,2016-01-08,RIT,CNS,home/away,CNS,RIT,5,32,3,26,85.0,2015-2016 Season,5,3,26,32,CNS,1,0,0,1,32,9,0.28125,71,857,96,1060,-25,-203,2.21875,26.78125,33.125,5.21875,0.35029940119760483,-0.06904940119760483,0.35358069720137475
1830,2016-01-09,RIT,CNS,home/away,RIT,CNS,3,42,4,18,85.0,2015-2016 Season,3,4,18,42,CNS,0,1,0,1,33,9,0.2727272727272727,74,875,100,1102,-26,-227,2.242424242424242,26.515151515151516,33.39393939393939,5.2727272727272725,0.3505747126436781,-0.07784743991640541,0.3538382010855518
1917,2016-01-22,HCR,CNS,home/away,Tie,Tie,2,51,2,30,85.0,2015-2016 Season,2,2,30,51,CNS,0,0,1,1,34,9,0.2647058823529412,76,905,102,1153,-26,-248,2.235294117647059,26.61764705882353,33.911764705882355,5.235294117647059,0.3539325842696629,-0.08922670191672172,0.3569839307787392
1946,2016-01-23,HCR,CNS,home/away,CNS,HCR,2,43,1,26,85.0,2015-2016 Season,2,1,26,43,CNS,1,0,0,1,35,10,0.2857142857142857,78,931,103,1196,-25,-265,2.2285714285714286,26.6,34.17142857142857,5.171428571428572,0.36187845303867405,-0.07616416732438835,0.3644641466482957
2080,2016-02-12,BEN,CNS,home/away,CNS,BEN,3,34,1,33,85.0,2015-2016 Season,3,1,33,34,CNS,1,0,0,1,36,11,0.3055555555555556,81,964,104,1230,-23,-266,2.25,26.77777777777778,34.166666666666664,5.138888888888889,0.37567567567567567,-0.07012012012012009,0.3775680497208954
2104,2016-02-13,BEN,CNS,home/away,CNS,BEN,6,32,3,33,85.0,2015-2016 Season,6,3,33,32,CNS,1,0,0,1,37,12,0.32432432432432434,87,997,107,1262,-20,-265,2.3513513513513513,26.945945945945947,34.108108108108105,5.243243243243243,0.3969072164948454,-0.07258289217052105,0.39799137659059836
2222,2016-02-27,RMU,CNS,home/away,RMU,CNS,2,38,5,33,85.0,2015-2016 Season,2,5,33,38,CNS,0,1,0,1,38,12,0.3157894736842105,89,1030,112,1300,-23,-270,2.3421052631578947,27.105263157894736,34.21052631578947,5.2894736842105265,0.38557213930348255,-0.06978266561927204,0.38705106279012946
2308,2016-03-11,AFA,CNS,home/away,AFA,CNS,1,37,4,23,85.0,2015-2016 Season,1,4,23,37,CNS,0,1,0,1,39,12,0.3076923076923077,90,1053,116,1337,-26,-284,2.3076923076923075,27.0,34.282051282051285,5.282051282051282,0.3737864077669903,-0.06609410007468258,0.37576544813509
